"","task","b","se","t","roi","hemi","community","parcel","r","control","conjunc"
"335","Stern",0.036982494022346,0.0238476568024756,1.55078104019456,"LH_DorsAttn_Post_14","LH","DorsAttn","Post_14",0.174558927228004,FALSE,FALSE
"336","Stroop",0.00728992032939779,0.0238476568024756,0.305687069793836,"LH_DorsAttn_Post_14","LH","DorsAttn","Post_14",0.174558927228004,FALSE,FALSE
"337","Axcpt",0.000112672285630829,0.0229805872157793,0.00490293327028061,"LH_DorsAttn_Post_15","LH","DorsAttn","Post_15",0.181836834322666,FALSE,FALSE
"338","Cuedts",-0.000392459652751242,0.0229805872157793,-0.0170778774739823,"LH_DorsAttn_Post_15","LH","DorsAttn","Post_15",0.181836834322666,FALSE,FALSE
"339","Stern",0.00561859447055288,0.0229805872157793,0.24449307660402,"LH_DorsAttn_Post_15","LH","DorsAttn","Post_15",0.181836834322666,FALSE,FALSE
"340","Stroop",-0.0344691607878367,0.0229805872157793,-1.49992515265968,"LH_DorsAttn_Post_15","LH","DorsAttn","Post_15",0.181836834322666,FALSE,FALSE
"341","Axcpt",-0.0355722342480872,0.0202927739002298,-1.75295080026907,"LH_DorsAttn_Post_16","LH","DorsAttn","Post_16",0.139994764434948,FALSE,FALSE
"342","Cuedts",0.00687137825103342,0.0202927739002298,0.338612073677892,"LH_DorsAttn_Post_16","LH","DorsAttn","Post_16",0.139994764434948,FALSE,FALSE
"343","Stern",-0.00231370865210458,0.0202927739002298,-0.114016381569125,"LH_DorsAttn_Post_16","LH","DorsAttn","Post_16",0.139994764434948,FALSE,FALSE
"344","Stroop",-0.030330001493682,0.0202927739002298,-1.49462077697217,"LH_DorsAttn_Post_16","LH","DorsAttn","Post_16",0.139994764434948,FALSE,FALSE
"345","Axcpt",-0.00148971027730414,0.0198773172486947,-0.0749452382665963,"LH_DorsAttn_Post_17","LH","DorsAttn","Post_17",0.0877004313445261,FALSE,FALSE
"346","Cuedts",-0.000470732141606515,0.0198773172486947,-0.0236818749591285,"LH_DorsAttn_Post_17","LH","DorsAttn","Post_17",0.0877004313445261,FALSE,FALSE
"347","Stern",-0.0123303049117418,0.0198773172486947,-0.620320376108678,"LH_DorsAttn_Post_17","LH","DorsAttn","Post_17",0.0877004313445261,FALSE,FALSE
"348","Stroop",-0.0292377717880504,0.0198773172486947,-1.47091136204361,"LH_DorsAttn_Post_17","LH","DorsAttn","Post_17",0.0877004313445261,FALSE,FALSE
"349","Axcpt",0.0838638281835277,0.0290054945915349,2.89130833190491,"LH_DorsAttn_Post_2","LH","DorsAttn","Post_2",0.105336267136452,FALSE,TRUE
"350","Cuedts",-0.00439499973663514,0.0290054945915349,-0.151523006193378,"LH_DorsAttn_Post_2","LH","DorsAttn","Post_2",0.105336267136452,FALSE,TRUE
"351","Stern",0.0932294873822666,0.0290054945915349,3.2142009193484,"LH_DorsAttn_Post_2","LH","DorsAttn","Post_2",0.105336267136452,FALSE,TRUE
"352","Stroop",0.106311339389249,0.0290054945915349,3.66521381160229,"LH_DorsAttn_Post_2","LH","DorsAttn","Post_2",0.105336267136452,FALSE,TRUE
"353","Axcpt",0.0352632678477775,0.0242370323988307,1.45493339561979,"LH_DorsAttn_Post_3","LH","DorsAttn","Post_3",0.130905634835846,FALSE,FALSE
"354","Cuedts",-0.0289094526698778,0.0242370323988307,-1.19278021311192,"LH_DorsAttn_Post_3","LH","DorsAttn","Post_3",0.130905634835846,FALSE,FALSE
"355","Stern",0.0216243730692752,0.0242370323988307,0.892203827326588,"LH_DorsAttn_Post_3","LH","DorsAttn","Post_3",0.130905634835846,FALSE,FALSE
"356","Stroop",0.00509118496434657,0.0242370323988307,0.210058099546552,"LH_DorsAttn_Post_3","LH","DorsAttn","Post_3",0.130905634835846,FALSE,FALSE
"357","Axcpt",0.00640869232022335,0.0218430699496071,0.293397051559532,"LH_DorsAttn_Post_4","LH","DorsAttn","Post_4",0.0662416897196614,FALSE,FALSE
"358","Cuedts",0.00549407785003786,0.0218430699496071,0.251524985394129,"LH_DorsAttn_Post_4","LH","DorsAttn","Post_4",0.0662416897196614,FALSE,FALSE
"359","Stern",-0.0054751045339865,0.0218430699496071,-0.250656365914581,"LH_DorsAttn_Post_4","LH","DorsAttn","Post_4",0.0662416897196614,FALSE,FALSE
"360","Stroop",-0.0206512893159718,0.0218430699496071,-0.945438959066431,"LH_DorsAttn_Post_4","LH","DorsAttn","Post_4",0.0662416897196614,FALSE,FALSE
"361","Axcpt",0.0825734768841291,0.0273721273769475,3.01669927758964,"LH_DorsAttn_Post_5","LH","DorsAttn","Post_5",0.159500781797214,FALSE,TRUE
"362","Cuedts",-0.0024606246004172,0.0273721273769475,-0.0898952634017591,"LH_DorsAttn_Post_5","LH","DorsAttn","Post_5",0.159500781797214,FALSE,TRUE
"363","Stern",0.0873625377951046,0.0273721273769475,3.19166050164885,"LH_DorsAttn_Post_5","LH","DorsAttn","Post_5",0.159500781797214,FALSE,TRUE
"364","Stroop",0.0552834250880399,0.0273721273769475,2.01969778697577,"LH_DorsAttn_Post_5","LH","DorsAttn","Post_5",0.159500781797214,FALSE,TRUE
"365","Axcpt",0.0237270723581418,0.0229335550297242,1.03460071181241,"LH_DorsAttn_Post_6","LH","DorsAttn","Post_6",0.175363128886876,FALSE,FALSE
"366","Cuedts",-0.00416586851820173,0.0229335550297242,-0.181649487521771,"LH_DorsAttn_Post_6","LH","DorsAttn","Post_6",0.175363128886876,FALSE,FALSE
"367","Stern",0.0276373937289265,0.0229335550297242,1.20510726283412,"LH_DorsAttn_Post_6","LH","DorsAttn","Post_6",0.175363128886876,FALSE,FALSE
"368","Stroop",-0.0169555992215673,0.0229335550297242,-0.739335842157534,"LH_DorsAttn_Post_6","LH","DorsAttn","Post_6",0.175363128886876,FALSE,FALSE
"369","Axcpt",0.0884542700755905,0.0239199928967209,3.69792208791653,"LH_DorsAttn_Post_7","LH","DorsAttn","Post_7",0.145301080365924,FALSE,TRUE
"370","Cuedts",0.00672700226830395,0.0239199928967208,0.281229275332525,"LH_DorsAttn_Post_7","LH","DorsAttn","Post_7",0.145301080365924,FALSE,TRUE
"371","Stern",0.103641614257793,0.0239199928967209,4.33284469210694,"LH_DorsAttn_Post_7","LH","DorsAttn","Post_7",0.145301080365924,FALSE,TRUE
"372","Stroop",0.0625916574888936,0.0239199928967209,2.61670886605799,"LH_DorsAttn_Post_7","LH","DorsAttn","Post_7",0.145301080365924,FALSE,TRUE
"373","Axcpt",-0.00235032603246226,0.0295183879843478,-0.0796224385189505,"LH_DorsAttn_Post_8","LH","DorsAttn","Post_8",0.142258792565498,FALSE,FALSE
"374","Cuedts",-0.00297385537390451,0.0295183879843478,-0.100745859681816,"LH_DorsAttn_Post_8","LH","DorsAttn","Post_8",0.142258792565498,FALSE,FALSE
"375","Stern",-0.0121725485628632,0.0295183879843478,-0.412371724679467,"LH_DorsAttn_Post_8","LH","DorsAttn","Post_8",0.142258792565498,FALSE,FALSE
"376","Stroop",-0.0213461258329526,0.0295183879843478,-0.723146732954096,"LH_DorsAttn_Post_8","LH","DorsAttn","Post_8",0.142258792565498,FALSE,FALSE
"377","Axcpt",0.14015365124673,0.0266764143228174,5.25384144775601,"LH_DorsAttn_Post_9","LH","DorsAttn","Post_9",0.190418915955031,FALSE,TRUE
"378","Cuedts",-0.00624109670673771,0.0266764143228174,-0.233955607047213,"LH_DorsAttn_Post_9","LH","DorsAttn","Post_9",0.190418915955031,FALSE,TRUE
"379","Stern",0.0695876169886247,0.0266764143228174,2.60858210352145,"LH_DorsAttn_Post_9","LH","DorsAttn","Post_9",0.190418915955031,FALSE,TRUE
"380","Stroop",0.0644891649450579,0.0266764143228174,2.41746001410308,"LH_DorsAttn_Post_9","LH","DorsAttn","Post_9",0.190418915955031,FALSE,TRUE
"381","Axcpt",0.0571715571490503,0.0207649427665499,2.75327304254108,"LH_DorsAttn_PrCv_1","LH","DorsAttn","PrCv_1",0.114189560471956,FALSE,FALSE
"382","Cuedts",0.00462288565953637,0.0207649427665499,0.222629347526223,"LH_DorsAttn_PrCv_1","LH","DorsAttn","PrCv_1",0.114189560471956,FALSE,FALSE
"383","Stern",0.078310175545824,0.0207649427665499,3.77126854748538,"LH_DorsAttn_PrCv_1","LH","DorsAttn","PrCv_1",0.114189560471956,FALSE,FALSE
"384","Stroop",0.00042859090492186,0.0207649427665499,0.0206401197316216,"LH_DorsAttn_PrCv_1","LH","DorsAttn","PrCv_1",0.114189560471956,FALSE,FALSE
"385","Axcpt",0.0656227595415816,0.0232307465259288,2.8248235358402,"LH_DorsAttn_PrCv_2","LH","DorsAttn","PrCv_2",0.101513361303514,FALSE,FALSE
"386","Cuedts",0.00292410861238326,0.0232307465259288,0.125872348059049,"LH_DorsAttn_PrCv_2","LH","DorsAttn","PrCv_2",0.101513361303514,FALSE,FALSE
"387","Stern",0.0624872840771926,0.0232307465259288,2.68985260578897,"LH_DorsAttn_PrCv_2","LH","DorsAttn","PrCv_2",0.101513361303514,FALSE,FALSE
"388","Stroop",-0.0134499904658804,0.0232307465259288,-0.578973665390747,"LH_DorsAttn_PrCv_2","LH","DorsAttn","PrCv_2",0.101513361303514,FALSE,FALSE
"389","Axcpt",0.0515444377931926,0.0599746826792506,0.859436607090635,"LH_Limbic_OFC_1","LH","Limbic","OFC_1",0.159852177829976,TRUE,FALSE
"390","Cuedts",0.0380992956736883,0.0599746826792506,0.635256311024544,"LH_Limbic_OFC_1","LH","Limbic","OFC_1",0.159852177829976,TRUE,FALSE
"391","Stern",-0.133397725853011,0.0599746826792506,-2.22423395829258,"LH_Limbic_OFC_1","LH","Limbic","OFC_1",0.159852177829976,TRUE,FALSE
"392","Stroop",0.0381492121057665,0.0599746826792506,0.636088602749122,"LH_Limbic_OFC_1","LH","Limbic","OFC_1",0.159852177829976,TRUE,FALSE
"393","Axcpt",0.0270199094990495,0.032780425662704,0.824269635088706,"LH_Limbic_OFC_2","LH","Limbic","OFC_2",-0.101902491138452,FALSE,FALSE
"394","Cuedts",-0.0176683542998663,0.032780425662704,-0.538990996690091,"LH_Limbic_OFC_2","LH","Limbic","OFC_2",-0.101902491138452,FALSE,FALSE
"395","Stern",-0.0222421338437555,0.032780425662704,-0.6785187621606,"LH_Limbic_OFC_2","LH","Limbic","OFC_2",-0.101902491138452,FALSE,FALSE
"396","Stroop",-0.0229292537880967,0.032780425662704,-0.699480050199119,"LH_Limbic_OFC_2","LH","Limbic","OFC_2",-0.101902491138452,FALSE,FALSE
"397","Axcpt",-0.00728860461128333,0.0741710921254277,-0.0982674570701733,"LH_Limbic_OFC_3","LH","Limbic","OFC_3",0.0150109781780705,FALSE,FALSE
"398","Cuedts",0.0117149815687937,0.0741710921254277,0.157945383209175,"LH_Limbic_OFC_3","LH","Limbic","OFC_3",0.0150109781780705,FALSE,FALSE
"399","Stern",-0.192470314014211,0.0741710921254277,-2.59495051911508,"LH_Limbic_OFC_3","LH","Limbic","OFC_3",0.0150109781780705,FALSE,FALSE
"400","Stroop",0.00448058584823683,0.0741710921254277,0.0604087889208898,"LH_Limbic_OFC_3","LH","Limbic","OFC_3",0.0150109781780705,FALSE,FALSE
"401","Axcpt",-0.0156045687197146,0.0843473334442798,-0.185003699376258,"LH_Limbic_OFC_4","LH","Limbic","OFC_4",-0.0121691512017037,FALSE,FALSE
"402","Cuedts",0.0280872354708721,0.0843473334442798,0.332994942743823,"LH_Limbic_OFC_4","LH","Limbic","OFC_4",-0.0121691512017037,FALSE,FALSE
"403","Stern",-0.188721089354565,0.0843473334442798,-2.23742804482651,"LH_Limbic_OFC_4","LH","Limbic","OFC_4",-0.0121691512017037,FALSE,FALSE
"404","Stroop",0.0774436451556857,0.0843473334442798,0.918151671111753,"LH_Limbic_OFC_4","LH","Limbic","OFC_4",-0.0121691512017037,FALSE,FALSE
"405","Axcpt",0.0808139392587844,0.0428830682854539,1.88451858716921,"LH_Limbic_OFC_5","LH","Limbic","OFC_5",-0.0137846296073562,FALSE,FALSE
"406","Cuedts",-0.0294629045277999,0.0428830682854539,-0.68705215614886,"LH_Limbic_OFC_5","LH","Limbic","OFC_5",-0.0137846296073562,FALSE,FALSE
"407","Stern",0.0327252480919188,0.0428830682854539,0.76312748598307,"LH_Limbic_OFC_5","LH","Limbic","OFC_5",-0.0137846296073562,FALSE,FALSE
"408","Stroop",0.0368347946625741,0.0428830682854539,0.858958934966615,"LH_Limbic_OFC_5","LH","Limbic","OFC_5",-0.0137846296073562,FALSE,FALSE
"409","Axcpt",0.0201556823116133,0.0426964291241545,0.47206950850629,"LH_Limbic_TempPole_1","LH","Limbic","TempPole_1",-0.00146218483431323,TRUE,FALSE
"410","Cuedts",-0.0354424853956319,0.0426964291241545,-0.830104205964642,"LH_Limbic_TempPole_1","LH","Limbic","TempPole_1",-0.00146218483431323,TRUE,FALSE
"411","Stern",0.0257078627067695,0.0426964291241545,0.602108027161125,"LH_Limbic_TempPole_1","LH","Limbic","TempPole_1",-0.00146218483431323,TRUE,FALSE
"412","Stroop",0.0106496465419858,0.0426964291241545,0.249427101058458,"LH_Limbic_TempPole_1","LH","Limbic","TempPole_1",-0.00146218483431323,TRUE,FALSE
"413","Axcpt",-0.00481190726242371,0.0388266227493699,-0.123933191240585,"LH_Limbic_TempPole_2","LH","Limbic","TempPole_2",-0.092921846220606,FALSE,FALSE
"414","Cuedts",-0.0321387026237302,0.0388266227493699,-0.82774911511591,"LH_Limbic_TempPole_2","LH","Limbic","TempPole_2",-0.092921846220606,FALSE,FALSE
"415","Stern",0.0471142137386016,0.0388266227493699,1.21345124562414,"LH_Limbic_TempPole_2","LH","Limbic","TempPole_2",-0.092921846220606,FALSE,FALSE
"416","Stroop",-0.0455458645479355,0.0388266227493699,-1.17305759097151,"LH_Limbic_TempPole_2","LH","Limbic","TempPole_2",-0.092921846220606,FALSE,FALSE
"417","Axcpt",-0.00430256592283322,0.0416188062621631,-0.103380329933797,"LH_Limbic_TempPole_3","LH","Limbic","TempPole_3",0.0359107878582058,FALSE,FALSE
"418","Cuedts",-0.0319305146890221,0.0416188062621631,-0.767213612228255,"LH_Limbic_TempPole_3","LH","Limbic","TempPole_3",0.0359107878582058,FALSE,FALSE
"419","Stern",0.0454628471343087,0.0416188062621631,1.09236307374919,"LH_Limbic_TempPole_3","LH","Limbic","TempPole_3",0.0359107878582058,FALSE,FALSE
"420","Stroop",-0.0653344352872317,0.0416188062621631,-1.56982963124123,"LH_Limbic_TempPole_3","LH","Limbic","TempPole_3",0.0359107878582058,FALSE,FALSE
"421","Axcpt",-0.0425873880409856,0.0565645730375721,-0.752898603383741,"LH_Limbic_TempPole_4","LH","Limbic","TempPole_4",0.0659822698297026,FALSE,FALSE
"422","Cuedts",-0.0853369765915201,0.0565645730375721,-1.50866473498945,"LH_Limbic_TempPole_4","LH","Limbic","TempPole_4",0.0659822698297026,FALSE,FALSE
"423","Stern",0.0217079212704513,0.0565645730375721,0.383772387993314,"LH_Limbic_TempPole_4","LH","Limbic","TempPole_4",0.0659822698297026,FALSE,FALSE
"424","Stroop",0.047871719220788,0.0565645730375721,0.846319819102851,"LH_Limbic_TempPole_4","LH","Limbic","TempPole_4",0.0659822698297026,FALSE,FALSE
"425","Axcpt",-0.037812531274446,0.0357844588966783,-1.05667466940393,"LH_Limbic_TempPole_5","LH","Limbic","TempPole_5",0.0527188383649,FALSE,FALSE
"426","Cuedts",-0.0348417161260346,0.0357844588966783,-0.973654966437645,"LH_Limbic_TempPole_5","LH","Limbic","TempPole_5",0.0527188383649,FALSE,FALSE
"427","Stern",0.0109890664383101,0.0357844588966783,0.307090473829412,"LH_Limbic_TempPole_5","LH","Limbic","TempPole_5",0.0527188383649,FALSE,FALSE
"428","Stroop",0.0062704467885101,0.0357844588966783,0.175228213080292,"LH_Limbic_TempPole_5","LH","Limbic","TempPole_5",0.0527188383649,FALSE,FALSE
"429","Axcpt",0.0103986640409703,0.0209671442380585,0.495950422380132,"LH_Limbic_TempPole_6","LH","Limbic","TempPole_6",0.0916954976498916,FALSE,FALSE
"430","Cuedts",-0.00316249332350013,0.0209671442380585,-0.150830904180062,"LH_Limbic_TempPole_6","LH","Limbic","TempPole_6",0.0916954976498916,FALSE,FALSE
"431","Stern",0.0172386516882132,0.0209671442380585,0.822174517067634,"LH_Limbic_TempPole_6","LH","Limbic","TempPole_6",0.0916954976498916,FALSE,FALSE
"432","Stroop",-0.0354962456086254,0.0209671442380585,-1.69294612588177,"LH_Limbic_TempPole_6","LH","Limbic","TempPole_6",0.0916954976498916,FALSE,FALSE
"433","Axcpt",-0.0106905787782382,0.0228759532121269,-0.467328232362836,"LH_Limbic_TempPole_7","LH","Limbic","TempPole_7",-0.0154071831009167,FALSE,FALSE
"434","Cuedts",-0.00362278154032137,0.0228759532121269,-0.158366364309614,"LH_Limbic_TempPole_7","LH","Limbic","TempPole_7",-0.0154071831009167,FALSE,FALSE
"435","Stern",-0.0176736969654307,0.0228759532121269,-0.772588438240974,"LH_Limbic_TempPole_7","LH","Limbic","TempPole_7",-0.0154071831009167,FALSE,FALSE
"436","Stroop",-0.0365041133078822,0.0228759532121269,-1.59574173672163,"LH_Limbic_TempPole_7","LH","Limbic","TempPole_7",-0.0154071831009167,FALSE,FALSE
"437","Axcpt",-0.0631822022026193,0.0320125057153242,-1.97367250050577,"LH_Limbic_TempPole_8","LH","Limbic","TempPole_8",-0.0272956891489377,FALSE,FALSE
"438","Cuedts",0.0098721936883792,0.0320125057153242,0.30838553458355,"LH_Limbic_TempPole_8","LH","Limbic","TempPole_8",-0.0272956891489377,FALSE,FALSE
"439","Stern",0.0816892482742713,0.0320125057153242,2.55179175915515,"LH_Limbic_TempPole_8","LH","Limbic","TempPole_8",-0.0272956891489377,FALSE,FALSE
"440","Stroop",-0.100880173726623,0.0320125057153242,-3.15127389976012,"LH_Limbic_TempPole_8","LH","Limbic","TempPole_8",-0.0272956891489377,FALSE,FALSE
"441","Axcpt",-0.0076172108145794,0.0208819481336402,-0.364774913041197,"LH_SalVentAttn_FrOperIns_1","LH","SalVentAttn","FrOperIns_1",-0.0067189751499329,FALSE,FALSE
"442","Cuedts",-0.0133381024358132,0.0208819481336402,-0.638738414177261,"LH_SalVentAttn_FrOperIns_1","LH","SalVentAttn","FrOperIns_1",-0.0067189751499329,FALSE,FALSE
"443","Stern",0.0143020976293307,0.0208819481336402,0.684902459186288,"LH_SalVentAttn_FrOperIns_1","LH","SalVentAttn","FrOperIns_1",-0.0067189751499329,FALSE,FALSE
"444","Stroop",-0.00326190185349654,0.0208819481336402,-0.1562067788226,"LH_SalVentAttn_FrOperIns_1","LH","SalVentAttn","FrOperIns_1",-0.0067189751499329,FALSE,FALSE
"445","Axcpt",0.00608184907121297,0.0191307468133002,0.31790965248595,"LH_SalVentAttn_FrOperIns_2","LH","SalVentAttn","FrOperIns_2",-0.00405874209653722,FALSE,FALSE
"446","Cuedts",-0.00583856049446554,0.0191307468133002,-0.30519250249062,"LH_SalVentAttn_FrOperIns_2","LH","SalVentAttn","FrOperIns_2",-0.00405874209653722,FALSE,FALSE
"447","Stern",-0.00628113903881502,0.0191307468133002,-0.328326912697847,"LH_SalVentAttn_FrOperIns_2","LH","SalVentAttn","FrOperIns_2",-0.00405874209653722,FALSE,FALSE
"448","Stroop",-0.0269469626133396,0.0191307468133002,-1.40856825278799,"LH_SalVentAttn_FrOperIns_2","LH","SalVentAttn","FrOperIns_2",-0.00405874209653722,FALSE,FALSE
"449","Axcpt",0.0584475567106281,0.0241154558967499,2.42365547476568,"LH_SalVentAttn_FrOperIns_3","LH","SalVentAttn","FrOperIns_3",0.111097747056174,FALSE,FALSE
"450","Cuedts",0.0249228986329468,0.0241154558967499,1.03348237494053,"LH_SalVentAttn_FrOperIns_3","LH","SalVentAttn","FrOperIns_3",0.111097747056174,FALSE,FALSE
"451","Stern",0.143814810022644,0.0241154558967499,5.96359490935548,"LH_SalVentAttn_FrOperIns_3","LH","SalVentAttn","FrOperIns_3",0.111097747056174,FALSE,FALSE
"452","Stroop",-0.0449827821629911,0.0241154558967499,-1.86530921727478,"LH_SalVentAttn_FrOperIns_3","LH","SalVentAttn","FrOperIns_3",0.111097747056174,FALSE,FALSE
"453","Axcpt",0.00376000325721513,0.0227202681438887,0.165491147965456,"LH_SalVentAttn_FrOperIns_4","LH","SalVentAttn","FrOperIns_4",0.216240628456475,FALSE,FALSE
"454","Cuedts",-0.0108743819176244,0.0227202681438887,-0.478620315955619,"LH_SalVentAttn_FrOperIns_4","LH","SalVentAttn","FrOperIns_4",0.216240628456475,FALSE,FALSE
"455","Stern",0.0413866069609915,0.0227202681438887,1.82157211785036,"LH_SalVentAttn_FrOperIns_4","LH","SalVentAttn","FrOperIns_4",0.216240628456475,FALSE,FALSE
"456","Stroop",-0.0367267922239117,0.0227202681438887,-1.61647705877937,"LH_SalVentAttn_FrOperIns_4","LH","SalVentAttn","FrOperIns_4",0.216240628456475,FALSE,FALSE
"457","Axcpt",0.0421224339399342,0.0252061574023411,1.67111683338223,"LH_SalVentAttn_FrOperIns_5","LH","SalVentAttn","FrOperIns_5",0.179924202224879,FALSE,FALSE
"458","Cuedts",0.00799841546651203,0.0252061574023411,0.317319904769347,"LH_SalVentAttn_FrOperIns_5","LH","SalVentAttn","FrOperIns_5",0.179924202224879,FALSE,FALSE
"459","Stern",0.14893595387183,0.0252061574023411,5.90871315665106,"LH_SalVentAttn_FrOperIns_5","LH","SalVentAttn","FrOperIns_5",0.179924202224879,FALSE,FALSE
"460","Stroop",-0.0663661475522487,0.0252061574023411,-2.63293394915025,"LH_SalVentAttn_FrOperIns_5","LH","SalVentAttn","FrOperIns_5",0.179924202224879,FALSE,FALSE
"461","Axcpt",-0.0231161094327556,0.024869424984763,-0.929499151947357,"LH_SalVentAttn_FrOperIns_6","LH","SalVentAttn","FrOperIns_6",0.068925506399417,FALSE,FALSE
"462","Cuedts",-0.0110331738513794,0.024869424984763,-0.443644107499035,"LH_SalVentAttn_FrOperIns_6","LH","SalVentAttn","FrOperIns_6",0.068925506399417,FALSE,FALSE
"463","Stern",0.0204038289369958,0.0248694249847629,0.820438307258686,"LH_SalVentAttn_FrOperIns_6","LH","SalVentAttn","FrOperIns_6",0.068925506399417,FALSE,FALSE
"464","Stroop",-0.0315324660852533,0.0248694249847629,-1.26792099554263,"LH_SalVentAttn_FrOperIns_6","LH","SalVentAttn","FrOperIns_6",0.068925506399417,FALSE,FALSE
"465","Axcpt",0.0412359346040755,0.0224483733658024,1.83692305594372,"LH_SalVentAttn_FrOperIns_7","LH","SalVentAttn","FrOperIns_7",0.0666544031809595,FALSE,FALSE
"466","Cuedts",0.00209500580089845,0.0224483733658024,0.0933255058956726,"LH_SalVentAttn_FrOperIns_7","LH","SalVentAttn","FrOperIns_7",0.0666544031809595,FALSE,FALSE
"467","Stern",0.0907965936268018,0.0224483733658024,4.04468475943652,"LH_SalVentAttn_FrOperIns_7","LH","SalVentAttn","FrOperIns_7",0.0666544031809595,FALSE,FALSE
"468","Stroop",-0.0349812643517258,0.0224483733658024,-1.55829840236958,"LH_SalVentAttn_FrOperIns_7","LH","SalVentAttn","FrOperIns_7",0.0666544031809595,FALSE,FALSE
"469","Axcpt",-0.0185894868569156,0.0211395208013212,-0.879371251204226,"LH_SalVentAttn_FrOperIns_8","LH","SalVentAttn","FrOperIns_8",0.0142397935961021,FALSE,FALSE
"470","Cuedts",0.00133545725087308,0.0211395208013212,0.0631734873947389,"LH_SalVentAttn_FrOperIns_8","LH","SalVentAttn","FrOperIns_8",0.0142397935961021,FALSE,FALSE
"471","Stern",0.0407977833535111,0.0211395208013212,1.92992943108537,"LH_SalVentAttn_FrOperIns_8","LH","SalVentAttn","FrOperIns_8",0.0142397935961021,FALSE,FALSE
"472","Stroop",-0.0327733263953125,0.0211395208013212,-1.55033440461263,"LH_SalVentAttn_FrOperIns_8","LH","SalVentAttn","FrOperIns_8",0.0142397935961021,FALSE,FALSE
"473","Axcpt",0.0262641871570288,0.023090398131407,1.13745059775756,"LH_SalVentAttn_FrOperIns_9","LH","SalVentAttn","FrOperIns_9",0.133971506262632,FALSE,FALSE
"474","Cuedts",-0.0139625018664043,0.023090398131407,-0.604688658330794,"LH_SalVentAttn_FrOperIns_9","LH","SalVentAttn","FrOperIns_9",0.133971506262632,FALSE,FALSE
"475","Stern",0.0249519282529693,0.023090398131407,1.08061923016522,"LH_SalVentAttn_FrOperIns_9","LH","SalVentAttn","FrOperIns_9",0.133971506262632,FALSE,FALSE
"476","Stroop",-0.00988377877564081,0.023090398131407,-0.428047135410677,"LH_SalVentAttn_FrOperIns_9","LH","SalVentAttn","FrOperIns_9",0.133971506262632,FALSE,FALSE
"477","Axcpt",0.000814420036418557,0.0205751572594777,0.0395826882948078,"LH_SalVentAttn_Med_1","LH","SalVentAttn","Med_1",0.114130601406056,FALSE,FALSE
"478","Cuedts",0.00492074405273411,0.0205751572594777,0.239159486883991,"LH_SalVentAttn_Med_1","LH","SalVentAttn","Med_1",0.114130601406056,FALSE,FALSE
"479","Stern",0.0948375951685981,0.0205751572594777,4.60932540989023,"LH_SalVentAttn_Med_1","LH","SalVentAttn","Med_1",0.114130601406056,FALSE,FALSE
"480","Stroop",-0.0371236649185369,0.0205751572594777,-1.8042955614075,"LH_SalVentAttn_Med_1","LH","SalVentAttn","Med_1",0.114130601406056,FALSE,FALSE
"481","Axcpt",-0.0265915148483766,0.0213984409022208,-1.24268468763146,"LH_SalVentAttn_Med_2","LH","SalVentAttn","Med_2",-0.025491541732406,FALSE,FALSE
"482","Cuedts",0.0120502629572402,0.0213984409022208,0.563137427268803,"LH_SalVentAttn_Med_2","LH","SalVentAttn","Med_2",-0.025491541732406,FALSE,FALSE
"483","Stern",0.0191462978791473,0.0213984409022208,0.894752003972412,"LH_SalVentAttn_Med_2","LH","SalVentAttn","Med_2",-0.025491541732406,FALSE,FALSE
"484","Stroop",-0.0420302761979201,0.0213984409022208,-1.96417469805279,"LH_SalVentAttn_Med_2","LH","SalVentAttn","Med_2",-0.025491541732406,FALSE,FALSE
"485","Axcpt",-0.0169218471545592,0.0242835859496678,-0.696843011144767,"LH_SalVentAttn_Med_3","LH","SalVentAttn","Med_3",0.176417316985164,FALSE,FALSE
"486","Cuedts",-0.00981109770777638,0.0242835859496678,-0.40402178360773,"LH_SalVentAttn_Med_3","LH","SalVentAttn","Med_3",0.176417316985164,FALSE,FALSE
"487","Stern",-0.00619063509499742,0.0242835859496678,-0.254930845379618,"LH_SalVentAttn_Med_3","LH","SalVentAttn","Med_3",0.176417316985164,FALSE,FALSE
"488","Stroop",-0.0580588002177277,0.0242835859496678,-2.39086600875444,"LH_SalVentAttn_Med_3","LH","SalVentAttn","Med_3",0.176417316985164,FALSE,FALSE
"489","Axcpt",0.00916776485361841,0.021782708563713,0.420873502797106,"LH_SalVentAttn_Med_4","LH","SalVentAttn","Med_4",0.0690104074543126,FALSE,FALSE
"490","Cuedts",-0.00462738066369024,0.021782708563713,-0.212433667289605,"LH_SalVentAttn_Med_4","LH","SalVentAttn","Med_4",0.0690104074543126,FALSE,FALSE
"491","Stern",0.0658364635477375,0.021782708563713,3.0224186012116,"LH_SalVentAttn_Med_4","LH","SalVentAttn","Med_4",0.0690104074543126,FALSE,FALSE
"492","Stroop",-0.0502956034605904,0.021782708563713,-2.30896921351534,"LH_SalVentAttn_Med_4","LH","SalVentAttn","Med_4",0.0690104074543126,FALSE,FALSE
"493","Axcpt",-0.0146538330165273,0.0208410716000557,-0.703122819101497,"LH_SalVentAttn_Med_5","LH","SalVentAttn","Med_5",0.11281699341781,FALSE,FALSE
"494","Cuedts",0.00163446939372394,0.0208410716000557,0.0784254008186207,"LH_SalVentAttn_Med_5","LH","SalVentAttn","Med_5",0.11281699341781,FALSE,FALSE
