"task","b","se","t","roi","hemi","community","parcel","r.spearman","r.pearson","p","lb","ub","icc","control","conjunc"
"Axcpt",-0.0076172108145794,0.0208819481336402,-0.364774913041197,"LH_SalVentAttn_FrOperIns_1","LH","SalVentAttn","FrOperIns_1",-0.0067189751499329,0.0369926855046899,0.880645624201238,-0.413725709661263,0.0731755237308267,-0.181366925664889,FALSE,FALSE
"Cuedts",-0.0133381024358132,0.0208819481336402,-0.638738414177261,"LH_SalVentAttn_FrOperIns_1","LH","SalVentAttn","FrOperIns_1",-0.0067189751499329,0.0369926855046899,0.359584264956103,-0.198214928525635,0.30273771397897,0.0557705768234384,FALSE,FALSE
"Stern",0.0143020976293307,0.0208819481336402,0.684902459186288,"LH_SalVentAttn_FrOperIns_1","LH","SalVentAttn","FrOperIns_1",-0.0067189751499329,0.0369926855046899,0.283146351478528,-0.166067132172271,0.332632254826213,0.0888478828843887,FALSE,FALSE
"Stroop",-0.00326190185349654,0.0208819481336402,-0.1562067788226,"LH_SalVentAttn_FrOperIns_1","LH","SalVentAttn","FrOperIns_1",-0.0067189751499329,0.0369926855046899,0.324885974877476,-0.184067034648367,0.316016553274029,0.0703965515341392,FALSE,FALSE
"Axcpt",0.00608184907121297,0.0191307468133002,0.31790965248595,"LH_SalVentAttn_FrOperIns_2","LH","SalVentAttn","FrOperIns_2",-0.00405874209653722,0.0186247109570767,0.885338094489907,-0.416819554384475,0.0694559702508925,-0.184980054508165,FALSE,FALSE
"Cuedts",-0.00583856049446554,0.0191307468133002,-0.30519250249062,"LH_SalVentAttn_FrOperIns_2","LH","SalVentAttn","FrOperIns_2",-0.00405874209653722,0.0186247109570767,0.68830657870424,-0.321180554795136,0.178508530356475,-0.0761131046526464,FALSE,FALSE
"Stern",-0.00628113903881502,0.0191307468133002,-0.328326912697847,"LH_SalVentAttn_FrOperIns_2","LH","SalVentAttn","FrOperIns_2",-0.00405874209653722,0.0186247109570767,0.320740153084814,-0.182332010699564,0.317631624905688,0.072182704755319,FALSE,FALSE
"Stroop",-0.0269469626133396,0.0191307468133002,-1.40856825278799,"LH_SalVentAttn_FrOperIns_2","LH","SalVentAttn","FrOperIns_2",-0.00405874209653722,0.0186247109570767,0.0990526439359097,-0.0562130024800981,0.427744058635968,0.197788511173766,FALSE,FALSE
"Axcpt",0.0584475567106281,0.0241154558967499,2.42365547476568,"LH_SalVentAttn_FrOperIns_3","LH","SalVentAttn","FrOperIns_3",0.111097747056174,0.232090957017532,0.72283566178817,-0.335087602788232,0.163378753042723,-0.0915887501946922,FALSE,FALSE
"Cuedts",0.0249228986329468,0.0241154558967499,1.03348237494053,"LH_SalVentAttn_FrOperIns_3","LH","SalVentAttn","FrOperIns_3",0.111097747056174,0.232090957017532,0.799658221953908,-0.369062269054389,0.125403888132678,-0.129896691033373,FALSE,FALSE
"Stern",0.143814810022644,0.0241154558967499,5.96359490935548,"LH_SalVentAttn_FrOperIns_3","LH","SalVentAttn","FrOperIns_3",0.111097747056174,0.232090957017532,0.0143597904889943,0.08586111524311,0.53667776884348,0.329952853758699,FALSE,FALSE
"Stroop",-0.0449827821629911,0.0241154558967499,-1.86530921727478,"LH_SalVentAttn_FrOperIns_3","LH","SalVentAttn","FrOperIns_3",0.111097747056174,0.232090957017532,0.0625431133821331,-0.017502595773015,0.458886791147158,0.234738006135683,FALSE,FALSE
"Axcpt",0.00376000325721513,0.0227202681438887,0.165491147965456,"LH_SalVentAttn_FrOperIns_4","LH","SalVentAttn","FrOperIns_4",0.216240628456475,0.25094761632098,0.223042041126485,-0.137415546217144,0.358456912090275,0.117861534147056,FALSE,FALSE
"Cuedts",-0.0108743819176244,0.0227202681438887,-0.478620315955619,"LH_SalVentAttn_FrOperIns_4","LH","SalVentAttn","FrOperIns_4",0.216240628456475,0.25094761632098,0.404392274753663,-0.215692949722853,0.286060291858668,0.0375501707326212,FALSE,FALSE
"Stern",0.0413866069609915,0.0227202681438887,1.82157211785036,"LH_SalVentAttn_FrOperIns_4","LH","SalVentAttn","FrOperIns_4",0.216240628456475,0.25094761632098,0.0423128116306352,0.012566075300972,0.482295543872434,0.262944542574566,FALSE,FALSE
"Stroop",-0.0367267922239117,0.0227202681438887,-1.61647705877937,"LH_SalVentAttn_FrOperIns_4","LH","SalVentAttn","FrOperIns_4",0.216240628456475,0.25094761632098,0.000818819502091667,0.237237612744419,0.638270317825166,0.460973870631392,FALSE,FALSE
"Axcpt",0.0421224339399342,0.0252061574023411,1.67111683338223,"LH_SalVentAttn_FrOperIns_5","LH","SalVentAttn","FrOperIns_5",0.179924202224879,0.179082047419976,0.682915957359243,-0.319061706673892,0.18079311243687,-0.0737655877440927,FALSE,FALSE
"Cuedts",0.00799841546651203,0.0252061574023411,0.317319904769347,"LH_SalVentAttn_FrOperIns_5","LH","SalVentAttn","FrOperIns_5",0.179924202224879,0.179082047419976,0.648085379896598,-0.305639895879813,0.195140532394396,-0.0589581588686877,FALSE,FALSE
"Stern",0.14893595387183,0.0252061574023411,5.90871315665106,"LH_SalVentAttn_FrOperIns_5","LH","SalVentAttn","FrOperIns_5",0.179924202224879,0.179082047419976,0.211988205796427,-0.131666594559655,0.363548807870364,0.123631104864633,FALSE,FALSE
"Stroop",-0.0663661475522487,0.0252061574023411,-2.63293394915025,"LH_SalVentAttn_FrOperIns_5","LH","SalVentAttn","FrOperIns_5",0.179924202224879,0.179082047419976,0.0240940723979234,0.052322083847701,0.512249303697658,0.299592815654896,FALSE,FALSE
"Axcpt",-0.0231161094327556,0.024869424984763,-0.929499151947357,"LH_SalVentAttn_FrOperIns_6","LH","SalVentAttn","FrOperIns_6",0.068925506399417,0.00967788283014326,0.768655010231319,-0.354713764345383,0.141620508344915,-0.113630549087124,FALSE,FALSE
"Cuedts",-0.0110331738513794,0.024869424984763,-0.443644107499035,"LH_SalVentAttn_FrOperIns_6","LH","SalVentAttn","FrOperIns_6",0.068925506399417,0.00967788283014326,0.319157201793282,-0.181666758433259,0.318250115971949,0.072867128589425,FALSE,FALSE
"Stern",0.0204038289369958,0.0248694249847629,0.820438307258686,"LH_SalVentAttn_FrOperIns_6","LH","SalVentAttn","FrOperIns_6",0.068925506399417,0.00967788283014326,0.494320519616398,-0.249136911700021,0.253277800752625,0.00220990128513564,FALSE,FALSE
"Stroop",-0.0315324660852533,0.0248694249847629,-1.26792099554263,"LH_SalVentAttn_FrOperIns_6","LH","SalVentAttn","FrOperIns_6",0.068925506399417,0.00967788283014326,0.0743786296621662,-0.0316239526072474,0.4476601044166,0.221342946958002,FALSE,FALSE
"Axcpt",0.0412359346040755,0.0224483733658024,1.83692305594372,"LH_SalVentAttn_FrOperIns_7","LH","SalVentAttn","FrOperIns_7",0.0666544031809595,0.0779434166532143,0.699525300379929,-0.325632226898772,0.173691038007727,-0.0810540729171013,FALSE,FALSE
"Cuedts",0.00209500580089845,0.0224483733658024,0.0933255058956726,"LH_SalVentAttn_FrOperIns_7","LH","SalVentAttn","FrOperIns_7",0.0666544031809595,0.0779434166532143,0.827355838927933,-0.382904473036466,0.109505010927089,-0.145711821475722,FALSE,FALSE
"Stern",0.0907965936268018,0.0224483733658024,4.04468475943652,"LH_SalVentAttn_FrOperIns_7","LH","SalVentAttn","FrOperIns_7",0.0666544031809595,0.0779434166532143,0.393897997319185,-0.211665103427435,0.289930783949229,0.0417640852425161,FALSE,FALSE
"Stroop",-0.0349812643517258,0.0224483733658024,-1.55829840236958,"LH_SalVentAttn_FrOperIns_7","LH","SalVentAttn","FrOperIns_7",0.0666544031809595,0.0779434166532143,0.00487737129583822,0.148716627830234,0.580510528500228,0.385522445951036,FALSE,FALSE
"Axcpt",-0.0185894868569156,0.0211395208013212,-0.879371251204226,"LH_SalVentAttn_FrOperIns_8","LH","SalVentAttn","FrOperIns_8",0.0142397935961021,0.0150726839641186,0.907098698324526,-0.43236178157955,0.0505636038134764,-0.203226283559946,FALSE,FALSE
"Cuedts",0.00133545725087308,0.0211395208013212,0.0631734873947389,"LH_SalVentAttn_FrOperIns_8","LH","SalVentAttn","FrOperIns_8",0.0142397935961021,0.0150726839641186,0.558134028809972,-0.272352725926189,0.229821786529177,-0.0226970947227015,FALSE,FALSE
"Stern",0.0407977833535111,0.0211395208013212,1.92992943108537,"LH_SalVentAttn_FrOperIns_8","LH","SalVentAttn","FrOperIns_8",0.0142397935961021,0.0150726839641186,0.460968330921813,-0.236903438313859,0.265404671224678,0.0152102628907293,FALSE,FALSE
"Stroop",-0.0327733263953125,0.0211395208013212,-1.55033440461263,"LH_SalVentAttn_FrOperIns_8","LH","SalVentAttn","FrOperIns_8",0.0142397935961021,0.0150726839641186,0.0742239556920715,-0.0314511606477483,0.447798395790736,0.221507430679103,FALSE,FALSE
"Axcpt",0.0262641871570288,0.023090398131407,1.13745059775756,"LH_SalVentAttn_FrOperIns_9","LH","SalVentAttn","FrOperIns_9",0.133971506262632,0.143761950258661,0.916929701895301,-0.440190363041886,0.0409148536324154,-0.21247752987969,FALSE,FALSE
"Cuedts",-0.0139625018664043,0.023090398131407,-0.604688658330794,"LH_SalVentAttn_FrOperIns_9","LH","SalVentAttn","FrOperIns_9",0.133971506262632,0.143761950258661,0.78482306398923,-0.362066526487878,0.133343593073538,-0.121949872901713,FALSE,FALSE
"Stern",0.0249519282529693,0.023090398131407,1.08061923016522,"LH_SalVentAttn_FrOperIns_9","LH","SalVentAttn","FrOperIns_9",0.133971506262632,0.143761950258661,0.0230437058777014,0.0553144446800164,0.514459479779186,0.30232204670432,FALSE,FALSE
"Stroop",-0.00988377877564081,0.023090398131407,-0.428047135410677,"LH_SalVentAttn_FrOperIns_9","LH","SalVentAttn","FrOperIns_9",0.133971506262632,0.143761950258661,0.0446320544745421,0.00859185012650363,0.479239571729818,0.259240824399298,FALSE,FALSE
"Axcpt",0.000814420036418557,0.0205751572594777,0.0395826882948078,"LH_SalVentAttn_Med_1","LH","SalVentAttn","Med_1",0.114130601406056,0.103039708020203,0.816242031486358,-0.377214016367532,0.116071597062498,-0.139195597807072,FALSE,FALSE
"Cuedts",0.00492074405273411,0.0205751572594777,0.239159486883991,"LH_SalVentAttn_Med_1","LH","SalVentAttn","Med_1",0.114130601406056,0.103039708020203,0.561514676788809,-0.273584131820039,0.228561131150275,-0.0240269158964228,FALSE,FALSE
"Stern",0.0948375951685981,0.0205751572594777,4.60932540989023,"LH_SalVentAttn_Med_1","LH","SalVentAttn","Med_1",0.114130601406056,0.103039708020203,0.388251058423664,-0.20948250962948,0.292021279197303,0.0440437446877639,FALSE,FALSE
"Stroop",-0.0371236649185369,0.0205751572594777,-1.8042955614075,"LH_SalVentAttn_Med_1","LH","SalVentAttn","Med_1",0.114130601406056,0.103039708020203,0.00206325549354908,0.193408483418329,0.610225330097442,0.424015817550242,FALSE,FALSE
"Axcpt",-0.0265915148483766,0.0213984409022208,-1.24268468763146,"LH_SalVentAttn_Med_2","LH","SalVentAttn","Med_2",-0.025491541732406,-0.0781804132721581,0.956829024709931,-0.481150554266024,-0.0110753007132498,-0.261556102402508,FALSE,FALSE
"Cuedts",0.0120502629572402,0.0213984409022208,0.563137427268803,"LH_SalVentAttn_Med_2","LH","SalVentAttn","Med_2",-0.025491541732406,-0.0781804132721581,0.727629756512772,-0.337071018274298,0.161201677619167,-0.0938055036915807,FALSE,FALSE
"Stern",0.0191462978791473,0.0213984409022208,0.894752003972412,"LH_SalVentAttn_Med_2","LH","SalVentAttn","Med_2",-0.025491541732406,-0.0781804132721581,0.833387749126743,-0.38607941425209,0.105822464766071,-0.149356458764041,FALSE,FALSE
"Stroop",-0.0420302761979201,0.0213984409022208,-1.96417469805279,"LH_SalVentAttn_Med_2","LH","SalVentAttn","Med_2",-0.025491541732406,-0.0781804132721581,0.000127478912510162,0.315148597939963,0.685626883138781,0.524809018789668,FALSE,FALSE
"Axcpt",-0.0169218471545592,0.0242835859496678,-0.696843011144767,"LH_SalVentAttn_Med_3","LH","SalVentAttn","Med_3",0.176417316985164,0.196273859796524,0.704473321090892,-0.327614925375826,0.171537689702246,-0.0832585715320071,FALSE,FALSE
"Cuedts",-0.00981109770777638,0.0242835859496678,-0.40402178360773,"LH_SalVentAttn_Med_3","LH","SalVentAttn","Med_3",0.176417316985164,0.196273859796524,0.494388660433089,-0.24916178133445,0.253252985951466,0.00218338581220229,FALSE,FALSE
"Stern",-0.00619063509499742,0.0242835859496678,-0.254930845379618,"LH_SalVentAttn_Med_3","LH","SalVentAttn","Med_3",0.176417316985164,0.196273859796524,0.0231786039558986,0.0549237722828593,0.51417127256002,0.30196595734054,FALSE,FALSE
"Stroop",-0.0580588002177277,0.0242835859496678,-2.39086600875444,"LH_SalVentAttn_Med_3","LH","SalVentAttn","Med_3",0.176417316985164,0.196273859796524,9.26214684239791e-05,0.327374134568431,0.692783786001786,0.53461624543732,FALSE,FALSE
"Axcpt",0.00916776485361841,0.021782708563713,0.420873502797106,"LH_SalVentAttn_Med_4","LH","SalVentAttn","Med_4",0.0690104074543126,0.138384671702593,0.931933222446554,-0.453475688944091,0.0243326964662912,-0.228271134804603,FALSE,FALSE
"Cuedts",-0.00462738066369024,0.021782708563713,-0.212433667289605,"LH_SalVentAttn_Med_4","LH","SalVentAttn","Med_4",0.0690104074543126,0.138384671702593,0.926826821828728,-0.448743250263003,0.0302698192732563,-0.222631584953296,FALSE,FALSE
"Stern",0.0658364635477375,0.021782708563713,3.0224186012116,"LH_SalVentAttn_Med_4","LH","SalVentAttn","Med_4",0.0690104074543126,0.138384671702593,0.0767004714579838,-0.034184806846281,0.445607873018707,0.218903536012375,FALSE,FALSE
"Stroop",-0.0502956034605904,0.021782708563713,-2.30896921351534,"LH_SalVentAttn_Med_4","LH","SalVentAttn","Med_4",0.0690104074543126,0.138384671702593,0.0315907142528425,0.0336691089351593,0.498333376117649,0.282488337652297,FALSE,FALSE
"Axcpt",-0.0146538330165273,0.0208410716000557,-0.703122819101497,"LH_SalVentAttn_Med_5","LH","SalVentAttn","Med_5",0.11281699341781,0.127445860395923,0.845877276752249,-0.392870587947023,0.0978999696505903,-0.157173963201864,FALSE,FALSE
"Cuedts",0.00163446939372394,0.0208410716000557,0.0784254008186207,"LH_SalVentAttn_Med_5","LH","SalVentAttn","Med_5",0.11281699341781,0.127445860395923,0.420589893030454,-0.221844459938253,0.280117332600021,0.031097060463672,FALSE,FALSE
"Stern",0.039646267296998,0.0208410716000557,1.90231424073665,"LH_SalVentAttn_Med_5","LH","SalVentAttn","Med_5",0.11281699341781,0.127445860395923,0.0990156481664583,-0.0561798253272143,0.427771251020399,0.197820491210911,FALSE,FALSE
"Stroop",-0.0618791528002256,0.0208410716000557,-2.96909650269904,"LH_SalVentAttn_Med_5","LH","SalVentAttn","Med_5",0.11281699341781,0.127445860395923,0.0206343624970222,0.0626401528353625,0.519844666910599,0.308986527058921,FALSE,FALSE
"Axcpt",-0.0016036199596944,0.020482246742436,-0.0782931667536234,"LH_SalVentAttn_Med_6","LH","SalVentAttn","Med_6",0.0386629970544051,0.108193674121931,0.991341951237393,-0.558268604660598,-0.116379968662174,-0.357147052347874,FALSE,FALSE
"Cuedts",0.00570650104666857,0.020482246742436,0.278607182035631,"LH_SalVentAttn_Med_6","LH","SalVentAttn","Med_6",0.0386629970544051,0.108193674121931,0.508731142540089,-0.254388854174604,0.248022723765853,-0.00339746215871911,FALSE,FALSE
"Stern",0.0333116514836672,0.020482246742436,1.62636706327,"LH_SalVentAttn_Med_6","LH","SalVentAttn","Med_6",0.0386629970544051,0.108193674121931,0.0438498330874981,0.00991303995190202,0.480256765721439,0.260472905541292,FALSE,FALSE
"Stroop",-0.0434292109180288,0.020482246742436,-2.12033432973201,"LH_SalVentAttn_Med_6","LH","SalVentAttn","Med_6",0.0386629970544051,0.108193674121931,0.19456629917112,-0.122212395991681,0.371858620681465,0.133081827314794,FALSE,FALSE
"Axcpt",-0.0154685261265974,0.0198728492471421,-0.778374853762949,"LH_SalVentAttn_Med_7","LH","SalVentAttn","Med_7",0.103812764873604,0.102497418523395,0.768682970303618,-0.354726259071815,0.141606501801142,-0.113644657696812,FALSE,FALSE
"Cuedts",-0.00321548324472504,0.0198728492471421,-0.161802829817544,"LH_SalVentAttn_Med_7","LH","SalVentAttn","Med_7",0.103812764873604,0.102497418523395,0.841744710751045,-0.390589168003768,0.100568400994286,-0.154544459878092,FALSE,FALSE
"Stern",0.0438645279547134,0.0198728492471421,2.20725913074702,"LH_SalVentAttn_Med_7","LH","SalVentAttn","Med_7",0.103812764873604,0.102497418523395,0.121448139221735,-0.0748008460903856,0.412370261420425,0.179785946925207,FALSE,FALSE
"Stroop",-0.0268475861703544,0.0198728492471421,-1.35096813931779,"LH_SalVentAttn_Med_7","LH","SalVentAttn","Med_7",0.103812764873604,0.102497418523395,0.322263107384911,-0.182970584274541,0.317037536815619,0.0715255029043353,FALSE,FALSE
"Axcpt",-0.00176304967887379,0.0228350531968024,-0.077208039047646,"LH_SalVentAttn_ParOper_1","LH","SalVentAttn","ParOper_1",0.0615202477224113,0.0758023724995894,0.476816717578783,-0.242733554484813,0.259645114404214,0.00902528344369885,FALSE,FALSE
"Cuedts",0.000705783102473661,0.0228350531968024,0.0309078808089877,"LH_SalVentAttn_ParOper_1","LH","SalVentAttn","ParOper_1",0.0615202477224113,0.0758023724995894,0.285274442344047,-0.167016240841391,0.331763797926335,0.0878793208039836,FALSE,FALSE
"Stern",0.020804314137742,0.0228350531968024,0.911069221448331,"LH_SalVentAttn_ParOper_1","LH","SalVentAttn","ParOper_1",0.0615202477224113,0.0758023724995894,0.326547991358913,-0.184759676907765,0.315370986912882,0.0696830418377437,FALSE,FALSE
"Stroop",-0.0249832732990707,0.0228350531968024,-1.09407554621196,"LH_SalVentAttn_ParOper_1","LH","SalVentAttn","ParOper_1",0.0615202477224113,0.0758023724995894,0.00322136694873621,0.170783882405875,0.595327806178364,0.404632689161401,FALSE,FALSE
"Axcpt",0.0685390628560643,0.0204389626654795,3.35335329771035,"LH_SalVentAttn_ParOper_2","LH","SalVentAttn","ParOper_2",0.128134558738559,0.144786772708274,0.737588490315034,-0.341238568326697,0.15661135521774,-0.0984712152489532,FALSE,FALSE
"Cuedts",-0.019299340383057,0.0204389626654795,-0.944242655506815,"LH_SalVentAttn_ParOper_2","LH","SalVentAttn","ParOper_2",0.128134558738559,0.144786772708274,0.414609256404572,-0.219581777532123,0.282307787276014,0.0334731332426738,FALSE,FALSE
"Stern",0.0698070376002588,0.0204389626654795,3.41539043555081,"LH_SalVentAttn_ParOper_2","LH","SalVentAttn","ParOper_2",0.128134558738559,0.144786772708274,0.0738108822629679,-0.0309883239203747,0.448168707084899,0.221947942240464,FALSE,FALSE
"Stroop",0.0175671991909568,0.0204389626654795,0.859495634806701,"LH_SalVentAttn_ParOper_2","LH","SalVentAttn","ParOper_2",0.128134558738559,0.144786772708274,0.0826204537730234,-0.0404528767293199,0.440563365321606,0.212919337928957,FALSE,FALSE
"Axcpt",0.0131120782832161,0.0233029311162935,0.562679356420021,"LH_SalVentAttn_ParOper_3","LH","SalVentAttn","ParOper_3",0.180138813224754,0.131463716594558,0.567275091948822,-0.275684165058566,0.226407324062217,-0.0262968252134095,FALSE,FALSE
"Cuedts",-0.00290088005408828,0.0233029311162935,-0.124485629709473,"LH_SalVentAttn_ParOper_3","LH","SalVentAttn","ParOper_3",0.180138813224754,0.131463716594558,0.504170702947351,-0.252728285172491,0.249687486456852,-0.0016228075319987,FALSE,FALSE
"Stern",0.0359846568743801,0.0233029311162935,1.544211614187,"LH_SalVentAttn_ParOper_3","LH","SalVentAttn","ParOper_3",0.180138813224754,0.131463716594558,0.166273780876055,-0.105613184514447,0.386259497859943,0.149563376624992,FALSE,FALSE
"Stroop",-0.0325806183717707,0.0233029311162935,-1.39813391753925,"LH_SalVentAttn_ParOper_3","LH","SalVentAttn","ParOper_3",0.180138813224754,0.131463716594558,0.00474533701049091,0.150208647137526,0.581521455550802,0.386820970270485,FALSE,FALSE
"Axcpt",0.034041143151803,0.0252411107105859,1.34863887497338,"LH_SalVentAttn_ParOper_4","LH","SalVentAttn","ParOper_4",0.0863372977409244,0.171848641010883,0.668199633220337,-0.313337733112318,0.186937957501493,-0.0674374374973993,FALSE,FALSE
"Cuedts",-0.0156320088689345,0.0252411107105859,-0.619307488017103,"LH_SalVentAttn_ParOper_4","LH","SalVentAttn","ParOper_4",0.0863372977409244,0.171848641010883,0.566754175007574,-0.275494156054361,0.226602400710012,-0.026091340112824,FALSE,FALSE
"Stern",0.0410027905492832,0.0252411107105859,1.62444478055742,"LH_SalVentAttn_ParOper_4","LH","SalVentAttn","ParOper_4",0.0863372977409244,0.171848641010883,0.0437201578197704,0.0101339160566443,0.480426696557314,0.260678804894488,FALSE,FALSE
"Stroop",-0.0245458922842051,0.0252411107105859,-0.972456900397446,"LH_SalVentAttn_ParOper_4","LH","SalVentAttn","ParOper_4",0.0863372977409244,0.171848641010883,0.133732887759213,-0.0839503667216393,0.404699499038072,0.17086144378038,FALSE,FALSE
"Axcpt",0.0127828459869634,0.023766715349771,0.537846555522724,"LH_SalVentAttn_PFCl_1","LH","SalVentAttn","PFCl_1",0.116866302063803,0.0601766196806821,0.298832692349125,-0.172978453246955,0.326288826835052,0.081783860336311,FALSE,FALSE
"Cuedts",-0.0106806184690263,0.023766715349771,-0.449393965966325,"LH_SalVentAttn_PFCl_1","LH","SalVentAttn","PFCl_1",0.116866302063803,0.0601766196806821,0.286439859621657,-0.167534427629707,0.331289287683266,0.0873503095164572,FALSE,FALSE
"Stern",0.0268350111482487,0.023766715349771,1.1291005405384,"LH_SalVentAttn_PFCl_1","LH","SalVentAttn","PFCl_1",0.116866302063803,0.0601766196806821,0.512698893824842,-0.255832725830303,0.246572789889012,-0.00494181777062242,FALSE,FALSE
"Stroop",-0.0370295643579331,0.023766715349771,-1.55804299470814,"LH_SalVentAttn_PFCl_1","LH","SalVentAttn","PFCl_1",0.116866302063803,0.0601766196806821,0.0192454745329614,0.0671997133217041,0.523178189517196,0.313122356742866,FALSE,FALSE
"Axcpt",0.0486235321926788,0.0218757886322461,2.22270991049005,"LH_SalVentAttn_TempOcc_1","LH","SalVentAttn","TempOcc_1",0.0680175367845612,0.0800356280993446,0.37850599373134,-0.205688900749319,0.295643442578097,0.0479997926271651,FALSE,FALSE
"Cuedts",0.00169731196556084,0.0218757886322461,0.0775886069341022,"LH_SalVentAttn_TempOcc_1","LH","SalVentAttn","TempOcc_1",0.0680175367845612,0.0800356280993446,0.441095146938824,-0.229534555232222,0.272633437712594,0.0230001635750138,FALSE,FALSE
"Stern",0.055911473317711,0.0218757886322461,2.55586092266838,"LH_SalVentAttn_TempOcc_1","LH","SalVentAttn","TempOcc_1",0.0680175367845612,0.0800356280993446,0.262566281278255,-0.156683424694364,0.341173287395678,0.0983980486900002,FALSE,FALSE
"Stroop",0.0073604696605398,0.0218757886322461,0.336466482844421,"LH_SalVentAttn_TempOcc_1","LH","SalVentAttn","TempOcc_1",0.0680175367845612,0.0800356280993446,0.403504414568305,-0.215353536304629,0.286387078499498,0.0379056113441498,FALSE,FALSE
"Axcpt",-0.0022037883707537,0.0208263096605431,-0.105817516721598,"LH_SomMot_1","LH","SomMot","1",0.0334014900135134,-0.0552350104522342,0.574563313205363,-0.278345024467181,0.223671259993166,-0.029176625450964,FALSE,FALSE
"Cuedts",-0.00520617978237248,0.0208263096605431,-0.249980907190483,"LH_SomMot_1","LH","SomMot","1",0.0334014900135134,-0.0552350104522342,0.378318184955242,-0.205615437637134,0.295713443666255,0.0480763228921521,FALSE,FALSE
"Stern",-0.0108194317928352,0.0208263096605431,-0.519507871014392,"LH_SomMot_1","LH","SomMot","1",0.0334014900135134,-0.0552350104522342,0.80871209000081,-0.37346564360727,0.120373656697116,-0.134914513580161,FALSE,FALSE
"Stroop",-0.0458000886183796,0.0208263096605431,-2.1991456655017,"LH_SomMot_1","LH","SomMot","1",0.0334014900135134,-0.0552350104522342,0.10284904207747,-0.0595692861261705,0.424988675056198,0.194550534267019,FALSE,FALSE
"Axcpt",-0.0015431036343917,0.0242975706701984,-0.0635085562806635,"LH_SomMot_10","LH","SomMot","10",-0.0599943870969263,-0.0239922413797934,0.982805136157901,-0.528466892665779,-0.0744728400604516,-0.319700324600727,FALSE,FALSE
"Cuedts",-0.00664454339381787,0.0242975706701984,-0.273465338737241,"LH_SomMot_10","LH","SomMot","10",-0.0599943870969263,-0.0239922413797934,0.886262384740509,-0.417438483082464,0.0687102409909299,-0.185703619972843,FALSE,FALSE
"Stern",0.00622762969545379,0.0242975706701984,0.256306681025199,"LH_SomMot_10","LH","SomMot","10",-0.0599943870969263,-0.0239922413797934,0.283408097519351,-0.166184070996717,0.332525298701762,0.0887285732563808,FALSE,FALSE
"Stroop",-0.0521150837246728,0.0242975706701984,-2.14486807887314,"LH_SomMot_10","LH","SomMot","10",-0.0599943870969263,-0.0239922413797934,0.281315406615397,-0.165247525535389,0.333381534318984,0.0896839008696678,FALSE,FALSE
"Axcpt",0.0171849957937751,0.0234271471775217,0.733550511445291,"LH_SomMot_11","LH","SomMot","11",0.0958202739002365,0.0989414330921,0.438345373941503,-0.228508891152502,0.27363512426119,0.0240820027576808,FALSE,FALSE
"Cuedts",0.0152532397807504,0.0234271471775217,0.651092498167506,"LH_SomMot_11","LH","SomMot","11",0.0958202739002365,0.0989414330921,0.809200975021449,-0.373706552668443,0.120097718636908,-0.135189392619763,FALSE,FALSE
"Stern",0.0315630172087724,0.0234271471775217,1.34728385703988,"LH_SomMot_11","LH","SomMot","11",0.0958202739002365,0.0989414330921,0.18105174070828,-0.114497335864216,0.378581638696582,0.140759802382284,FALSE,FALSE
"Stroop",-0.0214014257364892,0.0234271471775217,-0.913531023402791,"LH_SomMot_11","LH","SomMot","11",0.0958202739002365,0.0989414330921,0.216130317138912,-0.133841999932274,0.361625506407134,0.121449925297267,FALSE,FALSE
"Axcpt",0.00843714982182571,0.0262055900662668,0.321959925362888,"LH_SomMot_12","LH","SomMot","12",-0.0673501201585763,-0.0821413429440951,0.883047786689599,-0.415299587149222,0.0712850314946111,-0.183204185911822,TRUE,FALSE
"Cuedts",0.0108088461096981,0.0262055900662668,0.412463374507709,"LH_SomMot_12","LH","SomMot","12",-0.0673501201585763,-0.0821413429440951,0.602783089383061,-0.288704760605403,0.212942817001361,-0.0404283227886578,TRUE,FALSE
"Stern",0.0180625394242888,0.0262055900662668,0.689262839669457,"LH_SomMot_12","LH","SomMot","12",-0.0673501201585763,-0.0821413429440951,0.662967365870012,-0.311322268336663,0.189092336052926,-0.0652139360851403,TRUE,FALSE
"Stroop",0.0115309249976868,0.0262055900662668,0.440017758368661,"LH_SomMot_12","LH","SomMot","12",-0.0673501201585763,-0.0821413429440951,0.515402252995781,-0.256816086183653,0.24558401159663,-0.00599429907825772,TRUE,FALSE
"Axcpt",-0.0076999795497199,0.0256765325332194,-0.299883932527023,"LH_SomMot_13","LH","SomMot","13",0.044723989028897,0.0274221785466165,0.701530727948928,-0.326434331131156,0.172820471786417,-0.0819456186710154,FALSE,FALSE
"Cuedts",0.00829440960994595,0.0256765325332194,0.323034646489549,"LH_SomMot_13","LH","SomMot","13",0.044723989028897,0.0274221785466165,0.120713144491993,-0.0742326284670043,0.41284437557683,0.180338811449234,FALSE,FALSE
"Stern",0.0267828832328535,0.0256765325332194,1.04308801035353,"LH_SomMot_13","LH","SomMot","13",0.044723989028897,0.0274221785466165,0.394628710006489,-0.21194672935422,0.289660692642469,0.0414697423461035,FALSE,FALSE
"Stroop",0.00106724931384296,0.0256765325332194,0.0415651650962681,"LH_SomMot_13","LH","SomMot","13",0.044723989028897,0.0274221785466165,0.459325442522325,-0.236296925292803,0.266001792129784,0.0158525866666907,FALSE,FALSE
