session,task,run,subj,name,trial.type,load,numtrials,probe,iti,acc,rt,resp,cresp,time.cue.onset.abs,time.target.onset.abs,time.rt.abs,time.scan.start,trial.num,time.cue.onset,time.target.onset,time.rt,time.block1.on,time.block2.on,time.block3.on,time.block1.off,time.block2.off,time.block3.off
bas,ste,1,130518,bas_ste_run1_130518,NP,5,3,syrup,1600,1,1230,1,1,121771,130570,131800,90964,1,30.807,39.606,40.836,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,8,2,scale,4000,1,1057,2,2,133786,142585,143642,90964,2,42.822,51.621,52.678,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,8,2,doll,1600,1,1004,2,2,148184,156982,157986,90964,3,57.22,66.018,67.022,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,5,3,threat,2800,1,1235,1,1,160182,168980,170215,90964,4,69.218,78.016,79.251,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,6,1,parrot,2800,1,824,2,2,173380,182178,183002,90964,5,82.416,91.214,92.038,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,8,2,chance,1600,1,939,1,1,186578,195376,196315,90964,6,95.614,104.412,105.351,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,5,2,blur,4000,1,1111,2,2,198576,207374,208485,90964,7,107.612,116.41,117.521,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,7,2,rash,2800,1,1060,1,1,212973,221772,222832,90964,8,122.009,130.808,131.868,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,5,2,tube,4000,1,979,2,2,226171,234970,235949,90964,9,135.207,144.006,144.985,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,5,3,share,4000,1,797,1,1,240586,249384,250181,90964,10,149.622,158.42,159.217,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,7,2,wealth,2800,1,923,1,1,254983,263782,264705,90964,11,164.019,172.818,173.741,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,8,2,bush,1600,0,1932,2,1,268181,276980,278912,90964,12,177.217,186.016,187.948,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,7,1,straw,4000,1,820,2,2,280179,288978,289798,90964,13,189.215,198.014,198.834,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,6,1,frost,2800,1,1222,1,1,294577,303376,304598,90964,14,203.613,212.412,213.634,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,RN,5,1,quart,1600,0,814,1,2,307775,316573,317387,90964,15,216.811,225.609,226.423,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,6,1,taxi,4000,0,791,1,2,349785,358583,359374,90964,16,258.821,267.619,268.41,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,8,2,liar,2800,0,0,,2,364183,372981,0,90964,17,273.219,282.017,-90.964,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,7,2,need,2800,1,933,1,1,377380,386179,387112,90964,18,286.416,295.215,296.148,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,7,2,bean,2800,1,838,1,1,390578,399377,400215,90964,19,299.614,308.413,309.251,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,8,3,bees,2800,1,1219,1,1,403776,412575,413794,90964,20,312.812,321.611,322.83,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,5,3,visit,1600,0,1315,2,1,416974,425773,427088,90964,21,326.01,334.809,336.124,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,7,1,logic,1600,1,1426,2,2,428972,437771,439197,90964,22,338.008,346.807,348.233,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,5,3,people,4000,1,1025,1,1,440970,449786,450811,90964,23,350.006,358.822,359.847,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,8,2,heater,1600,1,853,2,2,455385,464183,465036,90964,24,364.421,373.219,374.072,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,RN,5,1,noise,4000,1,1043,2,2,467383,476181,477224,90964,25,376.419,385.217,386.26,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,5,2,pole,2800,1,1437,2,2,481780,490579,492016,90964,26,390.816,399.615,401.052,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,8,3,city,4000,1,884,1,1,494978,503777,504661,90964,27,404.014,412.813,413.697,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,8,3,carpet,4000,0,1505,2,1,509376,518175,519680,90964,28,418.412,427.211,428.716,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,5,3,tags,1600,1,902,1,1,523774,532572,533474,90964,29,432.81,441.608,442.51,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,5,2,greed,1600,1,1055,2,2,535772,544570,545625,90964,30,444.808,453.606,454.661,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,5,2,pans,4000,1,868,2,2,577782,586580,587448,90964,31,486.818,495.616,496.484,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,5,3,muscle,4000,1,789,1,1,592179,600978,601767,90964,32,501.215,510.014,510.803,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,8,2,bugs,2800,0,1039,2,1,606577,615376,616415,90964,33,515.613,524.412,525.451,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,RN,5,1,fusion,2800,0,1760,1,2,619775,628574,630334,90964,34,528.811,537.61,539.37,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,8,2,shell,4000,1,1801,2,2,632973,641772,643573,90964,35,542.009,550.808,552.609,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,7,1,clue,2800,0,1764,2,1,647371,656186,657950,90964,36,556.407,565.222,566.986,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,8,2,wife,1600,1,1026,1,1,660585,669384,670410,90964,37,569.621,578.42,579.446,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,5,2,gift,4000,1,889,2,2,672583,681382,682271,90964,38,581.619,590.418,591.307,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,6,1,food,2800,1,1014,1,1,686981,695780,696794,90964,39,596.017,604.816,605.83,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,RN,8,1,ground,1600,0,1021,1,2,700179,708978,709999,90964,40,609.215,618.014,619.035,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,5,3,marker,1600,1,733,1,1,712177,720976,721709,90964,41,621.213,630.012,630.745,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,8,2,signal,2800,1,1085,2,2,724175,732974,734059,90964,42,633.211,642.01,643.095,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NP,5,3,curve,1600,1,987,1,1,737373,746172,747159,90964,43,646.409,655.208,656.195,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,7,2,pledge,4000,1,1096,2,2,749371,758186,759282,90964,44,658.407,667.222,668.318,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,1,130518,bas_ste_run1_130518,NN,7,2,berry,1600,1,903,2,2,763785,772584,773487,90964,45,672.821,681.62,682.523,28.408,256.421,484.418,228.026,456.023,684.02
bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,north,4000,1,814,1,1,62341,71139,71953,31529,1,30.812,39.61,40.424,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,ransom,4000,1,753,1,1,76738,85537,86290,31529,2,45.209,54.008,54.761,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,5,2,chin,4000,1,1112,2,2,91136,99951,101063,31529,3,59.607,68.422,69.534,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,6,1,whale,2800,1,762,2,2,105551,114349,115111,31529,4,74.022,82.82,83.582,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,8,2,cotton,4000,1,1386,2,2,118748,127547,128933,31529,5,87.219,96.018,97.404,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,wheel,4000,1,1242,1,1,133146,141945,143187,31529,6,101.617,110.416,111.658,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,RN,5,1,cabin,1600,0,892,1,2,147544,156342,157234,31529,7,116.015,124.813,125.705,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,5,2,hatch,1600,0,1623,1,2,159542,168341,169964,31529,8,128.013,136.812,138.435,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,7,1,flame,2800,1,1614,2,2,171540,180339,181953,31529,9,140.011,148.81,150.424,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,6,1,dollar,1600,1,806,1,1,184738,193537,194343,31529,10,153.209,162.008,162.814,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,8,2,exam,1600,1,1019,1,1,196736,205551,206570,31529,11,165.207,174.022,175.041,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,8,2,lesson,2800,1,705,2,2,208751,217549,218254,31529,12,177.222,186.02,186.725,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,7,1,teeth,1600,1,1028,1,1,221949,230747,231775,31529,13,190.42,199.218,200.246,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,8,2,kids,2800,1,949,1,1,233947,242745,243694,31529,14,202.418,211.216,212.165,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,RN,7,1,jars,2800,0,1044,1,2,247145,255943,256987,31529,15,215.616,224.414,225.458,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,harp,2800,1,1401,1,1,290338,299136,300537,31529,16,258.809,267.607,269.008,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,8,2,sled,4000,1,1556,2,2,303536,312351,313907,31529,17,272.007,280.822,282.378,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,RN,8,1,house,2800,1,1351,2,2,317950,326749,328100,31529,18,286.421,295.22,296.571,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,store,2800,1,1342,1,1,331148,339946,341288,31529,19,299.619,308.417,309.759,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,RN,5,1,soil,1600,0,1328,1,2,344346,353144,354472,31529,20,312.817,321.615,322.943,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,6,1,zebra,4000,1,841,2,2,356344,365142,365983,31529,21,324.815,333.613,334.454,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,8,2,action,1600,1,813,1,1,370742,379540,380353,31529,22,339.213,348.011,348.824,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,7,1,poison,4000,1,917,2,2,382740,391538,392455,31529,23,351.211,360.009,360.926,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,5,2,heaven,2800,1,1804,2,2,397137,405936,407740,31529,24,365.608,374.407,376.211,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,8,2,text,4000,1,1187,1,1,410352,419151,420338,31529,25,378.823,387.622,388.809,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,others,1600,1,595,1,1,424750,433548,434143,31529,26,393.221,402.019,402.614,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,7,2,crime,1600,1,1429,1,1,436748,445546,446975,31529,27,405.219,414.017,415.446,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,5,2,barber,4000,1,1056,2,2,448746,457544,458600,31529,28,417.217,426.015,427.071,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,8,2,steel,2800,1,1180,2,2,463143,471942,473122,31529,29,431.614,440.413,441.593,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,7,2,cherry,1600,1,808,1,1,476341,485140,485948,31529,30,444.812,453.611,454.419,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,7,2,book,2800,1,1145,2,2,518351,527150,528295,31529,31,486.822,495.621,496.766,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,7,1,photo,4000,1,775,1,1,531549,540348,541123,31529,32,500.02,508.819,509.594,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,6,1,profit,2800,1,903,1,1,545947,554746,555649,31529,33,514.418,523.217,524.12,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,7,2,word,2800,1,1081,2,2,559145,567943,569024,31529,34,527.616,536.414,537.495,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,8,3,paper,1600,1,844,1,1,572343,581141,581985,31529,35,540.814,549.612,550.456,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,8,3,pony,1600,1,773,1,1,584341,593139,593912,31529,36,552.812,561.61,562.383,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,fluid,1600,0,1128,2,1,596339,605137,606265,31529,37,564.81,573.608,574.736,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,8,1,church,1600,1,1316,2,2,608337,617152,618468,31529,38,576.808,585.623,586.939,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,5,2,story,2800,0,0,,2,620352,629150,0,31529,39,588.823,597.621,-31.529,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,yard,4000,1,637,1,1,633550,642348,642985,31529,40,602.021,610.819,611.456,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,RN,5,1,owner,4000,1,1102,2,2,647947,656746,657848,31529,41,616.418,625.217,626.319,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,5,3,honey,4000,1,732,1,1,662345,671144,671876,31529,42,630.816,639.615,640.347,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,6,1,cows,1600,1,1212,2,2,676743,685541,686753,31529,43,645.214,654.012,655.224,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NP,8,3,pilot,2800,1,1006,1,1,688741,697539,698545,31529,44,657.212,666.01,667.016,28.412,256.409,484.423,228.03,456.027,684.024
bas,ste,2,130518,bas_ste_run2_130518,NN,5,2,train,4000,1,1184,2,2,701939,710737,711921,31529,45,670.41,679.208,680.392,28.412,256.409,484.423,228.03,456.027,684.024
pro,ste,1,130518,pro_ste_run1_130518,NN,2,2,vision,4000,1,1361,2,2,137353,146152,147513,106536,1,30.817,39.616,40.977,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,5,3,park,2800,1,637,1,1,151751,160566,161203,106536,2,45.215,54.03,54.667,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NN,4,1,idea,2800,1,662,2,2,164965,173764,174426,106536,3,58.429,67.228,67.89,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,5,3,boiler,2800,1,728,1,1,178163,186962,187690,106536,4,71.627,80.426,81.154,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,3,2,ranch,4000,1,1364,1,1,191361,200160,201524,106536,5,84.825,93.624,94.988,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NN,5,2,deed,1600,1,800,2,2,205759,214557,215357,106536,6,99.223,108.021,108.821,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NN,2,2,access,1600,1,929,2,2,217757,226556,227485,106536,7,111.221,120.02,120.949,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,4,1,ways,4000,1,860,1,1,229755,238554,239414,106536,8,123.219,132.018,132.878,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,RN,5,1,keeper,1600,0,856,1,2,244153,252951,253807,106536,9,137.617,146.415,147.271,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NN,5,2,item,2800,1,1080,2,2,256151,264966,266046,106536,10,149.615,158.43,159.51,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NN,3,1,hope,1600,0,935,1,2,269365,278164,279099,106536,11,162.829,171.628,172.563,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,5,3,parent,4000,1,1082,1,1,281363,290162,291244,106536,12,174.827,183.626,184.708,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,2,2,dryer,2800,0,936,2,1,295761,304560,305496,106536,13,189.225,198.024,198.96,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,2,2,suit,4000,1,962,1,1,308959,317758,318720,106536,14,202.423,211.222,212.184,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,3,2,nail,1600,1,1039,1,1,323357,332155,333194,106536,15,216.821,225.619,226.658,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,5,3,menu,4000,0,1085,2,1,365350,374165,375250,106536,16,258.814,267.629,268.714,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NN,5,2,rage,2800,0,0,,2,379764,388563,0,106536,17,273.228,282.027,-106.536,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NN,2,2,laser,2800,1,786,2,2,392962,401761,402547,106536,18,286.426,295.225,296.011,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,2,3,wool,1600,1,1041,1,1,406160,414959,416000,106536,19,299.624,308.423,309.464,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,5,3,color,1600,1,1021,1,1,418158,426957,427978,106536,20,311.622,320.421,321.442,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,3,2,saint,2800,1,844,1,1,430156,438955,439799,106536,21,323.62,332.419,333.263,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NN,4,1,critic,4000,1,1274,2,2,443354,452153,453427,106536,22,336.818,345.617,346.891,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NN,5,2,roses,1600,1,1555,2,2,457752,466551,468106,106536,23,351.216,360.015,361.57,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NN,3,1,rumor,2800,0,0,,2,469750,478565,0,106536,24,363.214,372.029,-106.536,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,3,2,heel,4000,1,1089,1,1,482965,491763,492852,106536,25,376.429,385.227,386.316,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,RN,5,1,shell,2800,1,1111,2,2,497362,506161,507272,106536,26,390.826,399.625,400.736,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,5,3,review,4000,1,627,1,1,510560,519359,519986,106536,27,404.024,412.823,413.45,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NN,2,2,rash,4000,0,0,,2,524958,533757,0,106536,28,418.422,427.221,-106.536,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,2,3,chip,1600,1,1217,1,1,539356,548154,549371,106536,29,432.82,441.618,442.835,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,2,3,parade,1600,1,1109,1,1,551354,560152,561261,106536,30,444.818,453.616,454.725,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,4,1,verse,4000,1,1087,1,1,593364,602162,603249,106536,31,486.828,495.626,496.713,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NN,3,2,torch,1600,0,897,1,2,607761,616560,617457,106536,32,501.225,510.024,510.921,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NN,5,2,deal,2800,1,1149,2,2,619759,628558,629707,106536,33,513.223,522.022,523.171,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,5,3,clay,2800,0,996,2,1,632957,641756,642752,106536,34,526.421,535.22,536.216,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,5,3,forest,4000,1,774,1,1,646155,654954,655728,106536,35,539.619,548.418,549.192,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,3,1,charge,4000,1,1069,1,1,660553,669352,670421,106536,36,554.017,562.816,563.885,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NN,2,2,moose,1600,0,0,,2,674951,683766,0,106536,37,568.415,577.23,-106.536,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,RN,5,1,chest,4000,1,1020,2,2,686965,695764,696784,106536,38,580.429,589.228,590.248,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,2,2,paste,2800,1,761,1,1,701363,710162,710923,106536,39,594.827,603.626,604.387,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NN,3,2,donor,1600,1,1069,2,2,714561,723360,724429,106536,40,608.025,616.824,617.893,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,5,3,advice,1600,0,947,2,1,726559,735358,736305,106536,41,620.023,628.822,629.769,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NN,2,2,work,2800,1,1050,2,2,738557,747356,748406,106536,42,632.021,640.82,641.87,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,RN,2,1,bags,1600,0,0,,2,751755,760554,0,106536,43,645.219,654.018,-106.536,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NN,5,2,group,2800,1,905,2,2,763753,772552,773457,106536,44,657.217,666.016,666.921,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,1,130518,pro_ste_run1_130518,NP,2,2,guys,4000,1,667,1,1,776951,785766,786433,106536,45,670.415,679.23,679.897,28.417,256.431,484.428,228.036,456.033,684.03
pro,ste,2,130518,pro_ste_run2_130518,NN,4,1,campus,2800,1,866,2,2,914454,923253,924119,883632,1,30.822,39.621,40.487,28.422,256.419,484.416,228.024,456.021,684.018
pro,ste,2,130518,pro_ste_run2_130518,NP,5,3,snap,4000,1,897,1,1,927652,936451,937348,883632,2,44.02,52.819,53.716,28.422,256.419,484.416,228.024,456.021,684.018
pro,ste,2,130518,pro_ste_run2_130518,NP,4,1,belief,1600,1,718,1,1,942050,950848,951566,883632,3,58.418,67.216,67.934,28.422,256.419,484.416,228.024,456.021,684.018
pro,ste,2,130518,pro_ste_run2_130518,NP,3,1,drip,2800,1,722,1,1,954048,962846,963568,883632,4,70.416,79.214,79.936,28.422,256.419,484.416,228.024,456.021,684.018
pro,ste,2,130518,pro_ste_run2_130518,NP,2,2,bottle,4000,1,1199,1,1,967246,976044,977243,883632,5,83.614,92.412,93.611,28.422,256.419,484.416,228.024,456.021,684.018
pro,ste,2,130518,pro_ste_run2_130518,RN,5,1,level,1600,0,1010,1,2,981643,990442,991452,883632,6,98.011,106.81,107.82,28.422,256.419,484.416,228.024,456.021,684.018
pro,ste,2,130518,pro_ste_run2_130518,NN,2,2,spice,1600,1,790,2,2,993641,1002440,1003230,883632,7,110.009,118.808,119.598,28.422,256.419,484.416,228.024,456.021,684.018
pro,ste,2,130518,pro_ste_run2_130518,NN,2,2,coal,4000,1,856,2,2,1005639,1014455,1015311,883632,8,122.007,130.823,131.679,28.422,256.419,484.416,228.024,456.021,684.018
pro,ste,2,130518,pro_ste_run2_130518,NN,3,1,film,2800,1,996,2,2,1020054,1028852,1029848,883632,9,136.422,145.22,146.216,28.422,256.419,484.416,228.024,456.021,684.018
pro,ste,2,130518,pro_ste_run2_130518,RN,3,1,singer,4000,0,941,1,2,1033252,1042050,1042991,883632,10,149.62,158.418,159.359,28.422,256.419,484.416,228.024,456.021,684.018
pro,ste,2,130518,pro_ste_run2_130518,NN,5,2,herd,1600,1,1462,2,2,1047649,1056448,1057910,883632,11,164.017,172.816,174.278,28.422,256.419,484.416,228.024,456.021,684.018
