task,subj,wave,session,trialtype,cresp,resp,acc,rt,trialnum,hilo,hilo_all
Axcpt,130518,wave1,baseline,AX,2,1,0,589,1,,
Axcpt,130518,wave1,baseline,BY,1,2,0,439,2,lo,lo
Axcpt,130518,wave1,baseline,Ang,,,1,0,3,,
Axcpt,130518,wave1,baseline,AX,2,2,1,401,4,,
Axcpt,130518,wave1,baseline,BY,1,,0,0,5,lo,lo
Axcpt,130518,wave1,baseline,AY,1,1,1,1480,6,,
Axcpt,130518,wave1,baseline,BY,1,1,1,447,7,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,339,8,,
Axcpt,130518,wave1,baseline,AX,2,2,1,301,9,,
Axcpt,130518,wave1,baseline,AX,2,2,1,306,10,,
Axcpt,130518,wave1,baseline,AX,2,2,1,387,11,,
Axcpt,130518,wave1,baseline,AX,2,2,1,327,12,,
Axcpt,130518,wave1,baseline,BY,1,1,1,381,13,lo,lo
Axcpt,130518,wave1,baseline,AY,1,1,1,750,14,,
Axcpt,130518,wave1,baseline,BX,1,2,0,1415,15,hi,hi
Axcpt,130518,wave1,baseline,Ang,,,1,0,16,,
Axcpt,130518,wave1,baseline,BY,1,1,1,690,17,lo,lo
Axcpt,130518,wave1,baseline,BY,1,1,1,405,18,lo,lo
Axcpt,130518,wave1,baseline,Bng,,,1,0,19,,
Axcpt,130518,wave1,baseline,BY,1,1,1,449,20,lo,lo
Axcpt,130518,wave1,baseline,BY,1,1,1,391,21,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,305,22,,
Axcpt,130518,wave1,baseline,BX,1,2,0,431,23,hi,hi
Axcpt,130518,wave1,baseline,Bng,,,1,0,24,,
Axcpt,130518,wave1,baseline,BY,1,1,1,884,25,lo,lo
Axcpt,130518,wave1,baseline,BX,1,1,1,1024,26,hi,hi
Axcpt,130518,wave1,baseline,BY,1,1,1,381,27,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,313,28,,
Axcpt,130518,wave1,baseline,AX,2,2,1,331,29,,
Axcpt,130518,wave1,baseline,Bng,,,1,0,30,,
Axcpt,130518,wave1,baseline,BY,1,1,1,405,31,lo,lo
Axcpt,130518,wave1,baseline,AY,1,1,1,616,32,,
Axcpt,130518,wave1,baseline,BY,1,1,1,331,33,lo,lo
Axcpt,130518,wave1,baseline,Ang,,,1,0,34,,
Axcpt,130518,wave1,baseline,BY,1,1,1,546,35,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,457,36,,
Axcpt,130518,wave1,baseline,AX,2,2,1,331,37,,
Axcpt,130518,wave1,baseline,BY,1,2,0,473,38,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,327,39,,
Axcpt,130518,wave1,baseline,AX,2,2,1,364,40,,
Axcpt,130518,wave1,baseline,Ang,,,1,0,41,,
Axcpt,130518,wave1,baseline,BY,1,1,1,486,42,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,552,43,,
Axcpt,130518,wave1,baseline,BX,1,1,1,727,44,hi,hi
Axcpt,130518,wave1,baseline,BY,1,1,1,449,45,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,461,46,,
Axcpt,130518,wave1,baseline,AY,1,1,1,470,47,,
Axcpt,130518,wave1,baseline,Bng,,1,0,385,48,,
Axcpt,130518,wave1,baseline,BY,1,1,1,405,49,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,334,50,,
Axcpt,130518,wave1,baseline,BY,1,1,1,511,51,lo,lo
Axcpt,130518,wave1,baseline,Bng,,,1,0,52,,
Axcpt,130518,wave1,baseline,AY,1,1,1,527,53,,
Axcpt,130518,wave1,baseline,Ang,,,1,0,54,,
Axcpt,130518,wave1,baseline,BY,1,1,1,616,55,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,624,56,,
Axcpt,130518,wave1,baseline,AX,2,2,1,301,57,,
Axcpt,130518,wave1,baseline,Bng,,,1,0,58,,
Axcpt,130518,wave1,baseline,AX,2,2,1,554,59,,
Axcpt,130518,wave1,baseline,AX,2,2,1,465,60,,
Axcpt,130518,wave1,baseline,BY,1,1,1,455,61,lo,lo
Axcpt,130518,wave1,baseline,BX,1,1,1,706,62,hi,hi
Axcpt,130518,wave1,baseline,Ang,,,1,0,63,,
Axcpt,130518,wave1,baseline,BY,1,1,1,471,64,lo,lo
Axcpt,130518,wave1,baseline,AY,1,1,1,604,65,,
Axcpt,130518,wave1,baseline,BX,1,1,1,641,66,hi,hi
Axcpt,130518,wave1,baseline,AX,2,2,1,332,67,,
Axcpt,130518,wave1,baseline,BY,1,1,1,394,68,lo,lo
Axcpt,130518,wave1,baseline,BY,1,1,1,355,69,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,452,70,,
Axcpt,130518,wave1,baseline,AX,2,2,1,296,71,,
Axcpt,130518,wave1,baseline,BY,1,1,1,395,72,lo,lo
Axcpt,130518,wave1,baseline,Bng,,,1,0,73,,
Axcpt,130518,wave1,baseline,AY,1,1,1,446,74,,
Axcpt,130518,wave1,baseline,BY,1,1,1,352,75,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,291,76,,
Axcpt,130518,wave1,baseline,AX,2,2,1,334,77,,
Axcpt,130518,wave1,baseline,BY,1,1,1,397,78,lo,lo
Axcpt,130518,wave1,baseline,BY,1,1,1,701,79,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,317,80,,
Axcpt,130518,wave1,baseline,AY,1,1,1,461,81,,
Axcpt,130518,wave1,baseline,AX,2,2,1,338,82,,
Axcpt,130518,wave1,baseline,Ang,,,1,0,83,,
Axcpt,130518,wave1,baseline,BY,1,1,1,420,84,lo,lo
Axcpt,130518,wave1,baseline,BX,1,2,0,748,85,hi,hi
Axcpt,130518,wave1,baseline,AX,2,2,1,389,86,,
Axcpt,130518,wave1,baseline,BY,1,1,1,427,87,lo,lo
Axcpt,130518,wave1,baseline,Ang,,,1,0,88,,
Axcpt,130518,wave1,baseline,BY,1,1,1,509,89,lo,lo
Axcpt,130518,wave1,baseline,BX,1,1,1,411,90,hi,hi
Axcpt,130518,wave1,baseline,BY,1,1,1,400,91,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,302,92,,
Axcpt,130518,wave1,baseline,AX,2,2,1,337,93,,
Axcpt,130518,wave1,baseline,AX,2,2,1,314,94,,
Axcpt,130518,wave1,baseline,BY,1,1,1,464,95,lo,lo
Axcpt,130518,wave1,baseline,Bng,,,1,0,96,,
Axcpt,130518,wave1,baseline,BY,1,1,1,579,97,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,356,98,,
Axcpt,130518,wave1,baseline,BY,1,1,1,448,99,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,347,100,,
Axcpt,130518,wave1,baseline,AX,2,2,1,319,101,,
Axcpt,130518,wave1,baseline,AX,2,2,1,347,102,,
Axcpt,130518,wave1,baseline,AX,2,2,1,371,103,,
Axcpt,130518,wave1,baseline,AX,2,2,1,382,104,,
Axcpt,130518,wave1,baseline,AY,1,1,1,592,105,,
Axcpt,130518,wave1,baseline,BY,1,1,1,344,106,lo,lo
Axcpt,130518,wave1,baseline,BX,1,1,1,378,107,hi,hi
Axcpt,130518,wave1,baseline,BY,1,1,1,338,108,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,338,109,,
Axcpt,130518,wave1,baseline,BY,1,1,1,330,110,lo,lo
Axcpt,130518,wave1,baseline,Ang,,,1,0,111,,
Axcpt,130518,wave1,baseline,AX,2,2,1,356,112,,
Axcpt,130518,wave1,baseline,Bng,,,1,0,113,,
Axcpt,130518,wave1,baseline,AY,1,1,1,808,114,,
Axcpt,130518,wave1,baseline,BX,1,1,1,648,115,hi,hi
Axcpt,130518,wave1,baseline,BY,1,1,1,312,116,lo,lo
Axcpt,130518,wave1,baseline,Bng,,,1,0,117,,
Axcpt,130518,wave1,baseline,BY,1,1,1,427,118,lo,lo
Axcpt,130518,wave1,baseline,Ang,,,1,0,119,,
Axcpt,130518,wave1,baseline,BY,1,1,1,438,120,lo,lo
Axcpt,130518,wave1,baseline,BY,1,1,1,464,121,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,332,122,,
Axcpt,130518,wave1,baseline,Ang,,,1,0,123,,
Axcpt,130518,wave1,baseline,Ang,,,1,0,124,,
Axcpt,130518,wave1,baseline,AX,2,2,1,372,125,,
Axcpt,130518,wave1,baseline,BY,1,1,1,438,126,lo,lo
Axcpt,130518,wave1,baseline,Bng,,1,0,397,127,,
Axcpt,130518,wave1,baseline,AX,2,1,0,1130,128,,
Axcpt,130518,wave1,baseline,BY,1,1,1,573,129,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,346,130,,
Axcpt,130518,wave1,baseline,AY,1,1,1,721,131,,
Axcpt,130518,wave1,baseline,BY,1,1,1,358,132,lo,lo
Axcpt,130518,wave1,baseline,BX,1,1,1,567,133,hi,hi
Axcpt,130518,wave1,baseline,BY,1,1,1,401,134,lo,lo
Axcpt,130518,wave1,baseline,Bng,,,1,0,135,,
Axcpt,130518,wave1,baseline,AX,2,2,1,384,136,,
Axcpt,130518,wave1,baseline,BY,1,1,1,470,137,lo,lo
Axcpt,130518,wave1,baseline,BY,1,1,1,551,138,lo,lo
Axcpt,130518,wave1,baseline,AX,2,2,1,414,139,,
Axcpt,130518,wave1,baseline,BY,1,1,1,542,140,lo,lo
Axcpt,130518,wave1,baseline,AY,1,1,1,550,141,,
Axcpt,130518,wave1,baseline,BX,1,1,1,780,142,hi,hi
Axcpt,130518,wave1,baseline,AX,2,2,1,331,143,,
Axcpt,130518,wave1,baseline,AX,2,2,1,556,144,,
Axcpt,130518,wave1,proactive,BX,1,2,0,888,1,hi,hi
Axcpt,130518,wave1,proactive,Bng,,,1,0,2,,
Axcpt,130518,wave1,proactive,AX,2,2,1,384,3,,
Axcpt,130518,wave1,proactive,AX,2,2,1,304,4,,
Axcpt,130518,wave1,proactive,BY,1,1,1,366,5,lo,lo
Axcpt,130518,wave1,proactive,Bng,,,1,0,6,,
Axcpt,130518,wave1,proactive,BY,1,1,1,405,7,lo,lo
Axcpt,130518,wave1,proactive,AX,2,2,1,260,8,,
Axcpt,130518,wave1,proactive,AX,2,2,1,526,9,,
Axcpt,130518,wave1,proactive,BX,1,1,1,320,10,hi,hi
Axcpt,130518,wave1,proactive,Ang,,,1,0,11,,
Axcpt,130518,wave1,proactive,AX,2,2,1,216,12,,
Axcpt,130518,wave1,proactive,Ang,,,1,0,13,,
Axcpt,130518,wave1,proactive,AX,2,2,1,297,14,,
Axcpt,130518,wave1,proactive,AY,1,2,0,322,15,,
Axcpt,130518,wave1,proactive,BY,1,1,1,318,16,lo,lo
Axcpt,130518,wave1,proactive,AY,1,1,1,438,17,,
Axcpt,130518,wave1,proactive,AX,2,2,1,759,18,,
Axcpt,130518,wave1,proactive,BY,1,1,1,365,19,lo,lo
Axcpt,130518,wave1,proactive,AX,2,2,1,342,20,,
Axcpt,130518,wave1,proactive,BY,1,1,1,360,21,lo,lo
Axcpt,130518,wave1,proactive,BY,1,1,1,478,22,lo,lo
Axcpt,130518,wave1,proactive,BY,1,1,1,428,23,lo,lo
Axcpt,130518,wave1,proactive,BY,1,1,1,398,24,lo,lo
Axcpt,130518,wave1,proactive,BY,1,1,1,340,25,lo,lo
Axcpt,130518,wave1,proactive,AX,2,,0,0,26,,
Axcpt,130518,wave1,proactive,AX,2,2,1,204,27,,
Axcpt,130518,wave1,proactive,BY,1,1,1,342,28,lo,lo
Axcpt,130518,wave1,proactive,AY,1,1,1,526,29,,
Axcpt,130518,wave1,proactive,AX,2,2,1,348,30,,
Axcpt,130518,wave1,proactive,BY,1,1,1,338,31,lo,lo
Axcpt,130518,wave1,proactive,BY,1,1,1,325,32,lo,lo
Axcpt,130518,wave1,proactive,AX,2,2,1,289,33,,
Axcpt,130518,wave1,proactive,BY,1,1,1,338,34,lo,lo
Axcpt,130518,wave1,proactive,AX,2,2,1,216,35,,
Axcpt,130518,wave1,proactive,Bng,,1,0,361,36,,
Axcpt,130518,wave1,proactive,BY,1,1,1,397,37,lo,lo
Axcpt,130518,wave1,proactive,BX,1,1,1,390,38,hi,hi
Axcpt,130518,wave1,proactive,BX,1,1,1,377,39,hi,hi
Axcpt,130518,wave1,proactive,AX,2,2,1,510,40,,
Axcpt,130518,wave1,proactive,BY,1,1,1,345,41,lo,lo
Axcpt,130518,wave1,proactive,Bng,,,1,0,42,,
Axcpt,130518,wave1,proactive,AX,2,2,1,304,43,,
Axcpt,130518,wave1,proactive,Ang,,,1,0,44,,
Axcpt,130518,wave1,proactive,AX,2,2,1,340,45,,
Axcpt,130518,wave1,proactive,Ang,,,1,0,46,,
Axcpt,130518,wave1,proactive,AY,1,1,1,655,47,,
Axcpt,130518,wave1,proactive,BY,1,1,1,974,48,lo,lo
Axcpt,130518,wave1,proactive,AX,2,2,1,295,49,,
Axcpt,130518,wave1,proactive,BY,1,1,1,357,50,lo,lo
Axcpt,130518,wave1,proactive,BY,1,1,1,364,51,lo,lo
Axcpt,130518,wave1,proactive,AX,2,2,1,335,52,,
Axcpt,130518,wave1,proactive,Bng,,,1,0,53,,
Axcpt,130518,wave1,proactive,Ang,,,1,0,54,,
Axcpt,130518,wave1,proactive,Bng,,,1,0,55,,
Axcpt,130518,wave1,proactive,BY,1,1,1,364,56,lo,lo
Axcpt,130518,wave1,proactive,AX,2,2,1,352,57,,
Axcpt,130518,wave1,proactive,BX,1,1,1,380,58,hi,hi
Axcpt,130518,wave1,proactive,AX,2,2,1,359,59,,
Axcpt,130518,wave1,proactive,BY,1,1,1,463,60,lo,lo
Axcpt,130518,wave1,proactive,BY,1,1,1,363,61,lo,lo
Axcpt,130518,wave1,proactive,BY,1,1,1,322,62,lo,lo
Axcpt,130518,wave1,proactive,AX,2,,0,0,63,,
Axcpt,130518,wave1,proactive,Ang,,,1,0,64,,
Axcpt,130518,wave1,proactive,BY,1,1,1,437,65,lo,lo
Axcpt,130518,wave1,proactive,AX,2,2,1,387,66,,
Axcpt,130518,wave1,proactive,BY,1,1,1,327,67,lo,lo
Axcpt,130518,wave1,proactive,BX,1,1,1,304,68,hi,hi
Axcpt,130518,wave1,proactive,AX,2,2,1,372,69,,
Axcpt,130518,wave1,proactive,AX,2,2,1,276,70,,
Axcpt,130518,wave1,proactive,AY,1,1,1,650,71,,
Axcpt,130518,wave1,proactive,AY,1,2,0,284,72,,
Axcpt,130518,wave1,proactive,Bng,,,1,0,73,,
Axcpt,130518,wave1,proactive,BY,1,1,1,375,74,lo,lo
Axcpt,130518,wave1,proactive,BY,1,1,1,333,75,lo,lo
Axcpt,130518,wave1,proactive,BY,1,1,1,438,76,lo,lo
Axcpt,130518,wave1,proactive,Ang,,,1,0,77,,
Axcpt,130518,wave1,proactive,AX,2,2,1,306,78,,
Axcpt,130518,wave1,proactive,AX,2,2,1,315,79,,
Axcpt,130518,wave1,proactive,AX,2,2,1,313,80,,
Axcpt,130518,wave1,proactive,AX,2,2,1,328,81,,
Axcpt,130518,wave1,proactive,AX,2,2,1,341,82,,
Axcpt,130518,wave1,proactive,BX,1,1,1,427,83,hi,hi
Axcpt,130518,wave1,proactive,AX,2,2,1,331,84,,
Axcpt,130518,wave1,proactive,AX,2,2,1,322,85,,
Axcpt,130518,wave1,proactive,Ang,,,1,0,86,,
Axcpt,130518,wave1,proactive,AX,2,2,1,438,87,,
Axcpt,130518,wave1,proactive,AY,1,1,1,514,88,,
Axcpt,130518,wave1,proactive,Bng,,,1,0,89,,
Axcpt,130518,wave1,proactive,BX,1,1,1,349,90,hi,hi
Axcpt,130518,wave1,proactive,BY,1,1,1,358,91,lo,lo
Axcpt,130518,wave1,proactive,BY,1,1,1,356,92,lo,lo
Axcpt,130518,wave1,proactive,AY,1,2,0,215,93,,
Axcpt,130518,wave1,proactive,BY,1,1,1,463,94,lo,lo
Axcpt,130518,wave1,proactive,BY,1,1,1,341,95,lo,lo
Axcpt,130518,wave1,proactive,BY,1,1,1,348,96,lo,lo
Axcpt,130518,wave1,proactive,BX,1,1,1,524,97,hi,hi
Axcpt,130518,wave1,proactive,AX,2,2,1,327,98,,
Axcpt,130518,wave1,proactive,BY,1,1,1,459,99,lo,lo
Axcpt,130518,wave1,proactive,AX,2,2,1,320,100,,
Axcpt,130518,wave1,proactive,BX,1,1,1,422,101,hi,hi
Axcpt,130518,wave1,proactive,BY,1,1,1,302,102,lo,lo
Axcpt,130518,wave1,proactive,Ang,,,1,0,103,,
Axcpt,130518,wave1,proactive,BY,1,1,1,270,104,lo,lo
Axcpt,130518,wave1,proactive,AX,2,2,1,406,105,,
Axcpt,130518,wave1,proactive,BY,1,1,1,387,106,lo,lo
Axcpt,130518,wave1,proactive,BY,1,1,1,287,107,lo,lo
Axcpt,130518,wave1,proactive,AX,2,2,1,381,108,,
Axcpt,130518,wave1,proactive,AX,2,2,1,307,109,,
Axcpt,130518,wave1,proactive,BY,1,1,1,357,110,lo,lo
Axcpt,130518,wave1,proactive,Bng,,1,0,274,111,,
Axcpt,130518,wave1,proactive,AY,1,1,1,661,112,,
Axcpt,130518,wave1,proactive,Bng,,,1,0,113,,
Axcpt,130518,wave1,proactive,BY,1,1,1,375,114,lo,lo
Axcpt,130518,wave1,proactive,AX,2,2,1,313,115,,
Axcpt,130518,wave1,proactive,AY,1,1,1,528,116,,
Axcpt,130518,wave1,proactive,AX,2,2,1,461,117,,
Axcpt,130518,wave1,proactive,AX,2,2,1,562,118,,
Axcpt,130518,wave1,proactive,BY,1,1,1,516,119,lo,lo
Axcpt,130518,wave1,proactive,Ang,,,1,0,120,,
Axcpt,130518,wave1,proactive,Bng,,,1,0,121,,
Axcpt,130518,wave1,proactive,BX,1,1,1,654,122,hi,hi
Axcpt,130518,wave1,proactive,AX,2,2,1,387,123,,
Axcpt,130518,wave1,proactive,AY,1,1,1,608,124,,
Axcpt,130518,wave1,proactive,AX,2,2,1,492,125,,
Axcpt,130518,wave1,proactive,AY,1,1,1,597,126,,
Axcpt,130518,wave1,proactive,BY,1,1,1,521,127,lo,lo
Axcpt,130518,wave1,proactive,AX,2,2,1,282,128,,
Axcpt,130518,wave1,proactive,Ang,,,1,0,129,,
Axcpt,130518,wave1,proactive,BY,1,1,1,522,130,lo,lo
Axcpt,130518,wave1,proactive,AX,2,2,1,253,131,,
Axcpt,130518,wave1,proactive,BY,1,1,1,329,132,lo,lo
Axcpt,130518,wave1,proactive,BY,1,1,1,415,133,lo,lo
Axcpt,130518,wave1,proactive,BY,1,1,1,392,134,lo,lo
Axcpt,130518,wave1,proactive,AX,2,2,1,396,135,,
Axcpt,130518,wave1,proactive,Bng,,,1,0,136,,
Axcpt,130518,wave1,proactive,BY,1,1,1,729,137,lo,lo
Axcpt,130518,wave1,proactive,BY,1,1,1,382,138,lo,lo
Axcpt,130518,wave1,proactive,Ang,,,1,0,139,,
Axcpt,130518,wave1,proactive,BY,1,1,1,420,140,lo,lo
Axcpt,130518,wave1,proactive,AX,2,2,1,363,141,,
Axcpt,130518,wave1,proactive,AX,2,1,0,956,142,,
Axcpt,130518,wave1,proactive,AX,2,2,1,368,143,,
Axcpt,130518,wave1,proactive,BX,1,1,1,286,144,hi,hi
Axcpt,130518,wave1,reactive,BX,1,1,1,1023,1,hi,hi
Axcpt,130518,wave1,reactive,BX,1,1,1,530,2,hi,hi
Axcpt,130518,wave1,reactive,Ang,,,1,0,3,,
Axcpt,130518,wave1,reactive,AX,2,2,1,369,4,,
Axcpt,130518,wave1,reactive,AX,2,2,1,320,5,,
Axcpt,130518,wave1,reactive,AX,2,2,1,344,6,,
Axcpt,130518,wave1,reactive,BY,1,1,1,764,7,lo,lo
Axcpt,130518,wave1,reactive,Ang,,,1,0,8,,
Axcpt,130518,wave1,reactive,AX,2,2,1,289,9,,
Axcpt,130518,wave1,reactive,Bng,,,1,0,10,,
Axcpt,130518,wave1,reactive,BY,1,1,1,486,11,lo,lo
Axcpt,130518,wave1,reactive,AX,2,2,1,361,12,,
Axcpt,130518,wave1,reactive,BY,1,1,1,536,13,lo,lo
Axcpt,130518,wave1,reactive,AX,2,2,1,391,14,,
Axcpt,130518,wave1,reactive,AY,1,1,1,569,15,,
Axcpt,130518,wave1,reactive,AX,2,2,1,383,16,,
Axcpt,130518,wave1,reactive,BY,1,1,1,611,17,lo,lo
Axcpt,130518,wave1,reactive,AX,2,2,1,477,18,,
Axcpt,130518,wave1,reactive,BY,1,1,1,654,19,lo,lo
Axcpt,130518,wave1,reactive,BY,1,1,1,432,20,lo,lo
Axcpt,130518,wave1,reactive,Bng,,,1,0,21,,
Axcpt,130518,wave1,reactive,AY,1,1,1,528,22,,
Axcpt,130518,wave1,reactive,BY,1,1,1,426,23,lo,lo
Axcpt,130518,wave1,reactive,BY,1,1,1,403,24,lo,lo
Axcpt,130518,wave1,reactive,Ang,,,1,0,25,,
Axcpt,130518,wave1,reactive,BY,1,1,1,424,26,lo,lo
Axcpt,130518,wave1,reactive,BY,1,1,1,541,27,lo,lo
Axcpt,130518,wave1,reactive,BY,1,1,1,512,28,lo,lo
Axcpt,130518,wave1,reactive,Bng,,,1,0,29,,
Axcpt,130518,wave1,reactive,BY,1,1,1,440,30,lo,lo
Axcpt,130518,wave1,reactive,AX,2,2,1,380,31,,
Axcpt,130518,wave1,reactive,BY,1,1,1,416,32,lo,lo
Axcpt,130518,wave1,reactive,AY,1,1,1,567,33,,
Axcpt,130518,wave1,reactive,AX,2,2,1,435,34,,
Axcpt,130518,wave1,reactive,BY,1,1,1,415,35,lo,lo
Axcpt,130518,wave1,reactive,AX,2,2,1,419,36,,
Axcpt,130518,wave1,reactive,AX,2,2,1,275,37,,
Axcpt,130518,wave1,reactive,AY,1,1,1,477,38,,
Axcpt,130518,wave1,reactive,Bng,,,1,0,39,,
Axcpt,130518,wave1,reactive,AX,2,2,1,368,40,,
Axcpt,130518,wave1,reactive,BY,1,1,1,278,41,lo,lo
Axcpt,130518,wave1,reactive,AX,2,2,1,499,42,,
Axcpt,130518,wave1,reactive,AX,2,2,1,287,43,,
Axcpt,130518,wave1,reactive,BY,1,1,1,424,44,lo,lo
Axcpt,130518,wave1,reactive,Ang,,,1,0,45,,
Axcpt,130518,wave1,reactive,AX,2,2,1,495,46,,
Axcpt,130518,wave1,reactive,BX,1,1,1,466,47,hi,hi
Axcpt,130518,wave1,reactive,BX,1,1,1,406,48,hi,hi
Axcpt,130518,wave1,reactive,BX,1,1,1,412,49,hi,hi
Axcpt,130518,wave1,reactive,AX,2,2,1,290,50,,
Axcpt,130518,wave1,reactive,BY,1,1,1,508,51,lo,lo
Axcpt,130518,wave1,reactive,AX,2,2,1,348,52,,
Axcpt,130518,wave1,reactive,Ang,,,1,0,53,,
Axcpt,130518,wave1,reactive,AY,1,1,1,588,54,,
Axcpt,130518,wave1,reactive,BY,1,1,1,411,55,lo,lo
Axcpt,130518,wave1,reactive,BY,1,1,1,529,56,lo,lo
Axcpt,130518,wave1,reactive,AX,2,2,1,399,57,,
Axcpt,130518,wave1,reactive,AX,2,2,1,412,58,,
Axcpt,130518,wave1,reactive,Bng,,1,0,865,59,,
Axcpt,130518,wave1,reactive,BY,1,1,1,515,60,lo,lo
Axcpt,130518,wave1,reactive,BY,1,1,1,446,61,lo,lo
Axcpt,130518,wave1,reactive,BY,1,1,1,552,62,lo,lo
Axcpt,130518,wave1,reactive,BX,1,1,1,807,63,hi,hi
Axcpt,130518,wave1,reactive,Bng,,,1,0,64,,
Axcpt,130518,wave1,reactive,AX,2,2,1,305,65,,
Axcpt,130518,wave1,reactive,AY,1,1,1,549,66,,
Axcpt,130518,wave1,reactive,Ang,,,1,0,67,,
Axcpt,130518,wave1,reactive,AX,2,2,1,432,68,,
Axcpt,130518,wave1,reactive,BY,1,,0,0,69,lo,lo
Axcpt,130518,wave1,reactive,BY,1,1,1,485,70,lo,lo
Axcpt,130518,wave1,reactive,AX,2,2,1,275,71,,
Axcpt,130518,wave1,reactive,AX,2,2,1,291,72,,
Axcpt,130518,wave1,reactive,Ang,,,1,0,73,,
Axcpt,130518,wave1,reactive,AX,2,2,1,306,74,,
Axcpt,130518,wave1,reactive,BY,1,1,1,325,75,lo,lo
Axcpt,130518,wave1,reactive,AX,2,2,1,320,76,,
Axcpt,130518,wave1,reactive,AX,2,2,1,264,77,,
Axcpt,130518,wave1,reactive,BX,1,1,1,415,78,hi,hi
Axcpt,130518,wave1,reactive,AX,2,2,1,263,79,,
Axcpt,130518,wave1,reactive,AX,2,2,1,247,80,,
Axcpt,130518,wave1,reactive,BX,1,1,1,392,81,hi,hi
Axcpt,130518,wave1,reactive,AY,1,1,1,403,82,,
Axcpt,130518,wave1,reactive,AX,2,2,1,333,83,,
Axcpt,130518,wave1,reactive,AX,2,2,1,273,84,,
Axcpt,130518,wave1,reactive,Bng,,,1,0,85,,
Axcpt,130518,wave1,reactive,AY,1,1,1,749,86,,
Axcpt,130518,wave1,reactive,BY,1,1,1,482,87,lo,lo
Axcpt,130518,wave1,reactive,Bng,,,1,0,88,,
Axcpt,130518,wave1,reactive,BY,1,1,1,407,89,lo,lo
Axcpt,130518,wave1,reactive,BY,1,1,1,505,90,lo,lo
Axcpt,130518,wave1,reactive,BY,1,1,1,406,91,lo,lo
Axcpt,130518,wave1,reactive,Ang,,,1,0,92,,
Axcpt,130518,wave1,reactive,BY,1,1,1,339,93,lo,lo
Axcpt,130518,wave1,reactive,BY,1,1,1,279,94,lo,lo
Axcpt,130518,wave1,reactive,AX,2,2,1,364,95,,
Axcpt,130518,wave1,reactive,BY,1,1,1,379,96,lo,lo
Axcpt,130518,wave1,reactive,Ang,,,1,0,97,,
Axcpt,130518,wave1,reactive,BY,1,1,1,456,98,lo,lo
Axcpt,130518,wave1,reactive,AX,2,2,1,363,99,,
Axcpt,130518,wave1,reactive,Bng,,,1,0,100,,
Axcpt,130518,wave1,reactive,AX,2,2,1,355,101,,
Axcpt,130518,wave1,reactive,AX,2,2,1,398,102,,
Axcpt,130518,wave1,reactive,AX,2,2,1,366,103,,
Axcpt,130518,wave1,reactive,BY,1,1,1,468,104,lo,lo
Axcpt,130518,wave1,reactive,BY,1,1,1,364,105,lo,lo
Axcpt,130518,wave1,reactive,BY,1,1,1,318,106,lo,lo
Axcpt,130518,wave1,reactive,AY,1,1,1,528,107,,
Axcpt,130518,wave1,reactive,AX,2,2,1,316,108,,
Axcpt,130518,wave1,reactive,AX,2,2,1,360,109,,
Axcpt,130518,wave1,reactive,AY,1,1,1,594,110,,
Axcpt,130518,wave1,reactive,AX,2,2,1,505,111,,
Axcpt,130518,wave1,reactive,BY,1,1,1,384,112,lo,lo
Axcpt,130518,wave1,reactive,Ang,,,1,0,113,,
Axcpt,130518,wave1,reactive,BY,1,1,1,428,114,lo,lo
Axcpt,130518,wave1,reactive,BY,1,1,1,817,115,lo,lo
Axcpt,130518,wave1,reactive,BX,1,1,1,794,116,hi,hi
Axcpt,130518,wave1,reactive,Bng,,,1,0,117,,
Axcpt,130518,wave1,reactive,BX,1,1,1,497,118,hi,hi
Axcpt,130518,wave1,reactive,AX,2,2,1,293,119,,
Axcpt,130518,wave1,reactive,BY,1,1,1,455,120,lo,lo
Axcpt,130518,wave1,reactive,AY,1,1,1,591,121,,
Axcpt,130518,wave1,reactive,Ang,,,1,0,122,,
Axcpt,130518,wave1,reactive,AY,1,1,1,492,123,,
Axcpt,130518,wave1,reactive,BX,1,1,1,419,124,hi,hi
Axcpt,130518,wave1,reactive,AX,2,2,1,278,125,,
Axcpt,130518,wave1,reactive,Bng,,,1,0,126,,
Axcpt,130518,wave1,reactive,AX,2,2,1,386,127,,
Axcpt,130518,wave1,reactive,BY,1,1,1,462,128,lo,lo
