session,task,run,subj,name,trial.type,iti,cue,probe,target.color,location,cue.cresp,target.cresp,cue.rt,cue.acc,cue.resp,target.rt,target.acc,resp,trialacc,time.cue.onset.abs,time.target.onset.abs,time.target.rt.abs,time.cue.rt.abs,time.scan.start,trial.num,acc,time.cue.onset,time.cue.rt,time.target.onset,time.target.rt,time.block1.on,time.block2.on,time.block3.on,time.block1.off,time.block2.off,time.block3.off
bas,axc,2,178647,bas_axc_run2_178647,BY,4000,C,N,white,center,1,1,457,1,1,683,1,1,1,401067,405867,406550,401524,54848,35,1,346.219,346.676,351.019,351.702,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,BY,1600,M,U,white,center,1,1,630,1,1,494,1,1,1,410666,415466,415960,411296,54848,36,1,355.818,356.448,360.618,361.112,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,AY,2800,A,P,white,center,1,1,673,1,1,939,1,1,1,417866,422666,423605,418539,54848,37,1,363.018,363.691,367.818,368.757,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,Ang,2800,A,6,white,center,1,,575,1,1,0,1,,1,426266,431065,0,426841,54848,38,1,371.418,371.993,376.217,-54.848,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,Bng,2800,P,2,white,center,1,,1101,1,1,0,1,,1,434665,439465,0,435766,54848,39,1,379.817,380.918,384.617,-54.848,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,BY,1600,D,U,white,center,1,1,486,1,1,409,1,1,1,443065,447864,448273,443551,54848,40,1,388.217,388.703,393.016,393.425,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,BY,2800,M,N,white,center,1,1,0,0,,554,1,1,0,450264,455064,455618,0,54848,41,0,395.416,-54.848,400.216,400.77,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,AX,4000,A,X,white,center,1,2,513,1,1,597,1,2,1,458664,463464,464061,459177,54848,42,1,403.816,404.329,408.616,409.213,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,AX,4000,A,X,white,center,1,2,579,1,1,570,0,1,0,468263,473063,473633,468842,54848,43,0,413.415,413.994,418.215,418.785,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,AX,1600,A,X,white,center,1,2,379,1,1,350,1,2,1,477863,482676,483026,478242,54848,44,1,423.015,423.394,427.828,428.178,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,Bng,1600,P,7,white,center,1,,693,1,1,0,1,,1,485076,489875,0,485769,54848,45,1,430.228,430.921,435.027,-54.848,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,BX,4000,D,X,white,center,1,1,0,0,,695,0,2,0,492275,497075,497770,0,54848,46,0,437.427,-54.848,442.227,442.922,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,AX,1600,A,X,white,center,1,2,473,1,1,598,1,2,1,501875,506674,507272,502348,54848,47,1,447.027,447.5,451.826,452.424,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,BY,4000,C,F,white,center,1,1,696,1,1,514,1,1,1,509074,513874,514388,509770,54848,48,1,454.226,454.922,459.026,459.54,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,Ang,2800,A,4,white,center,1,,0,0,,0,1,,0,548672,553472,0,0,54848,49,0,493.824,-54.848,498.624,-54.848,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,AX,1600,A,X,white,center,1,2,370,1,1,459,1,2,1,557072,561871,562330,557442,54848,50,1,502.224,502.594,507.023,507.482,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,AX,2800,A,X,white,center,1,2,396,1,1,374,1,2,1,564271,569071,569445,564667,54848,51,1,509.423,509.819,514.223,514.597,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,AX,2800,A,X,white,center,1,2,703,1,1,473,1,2,1,572671,577471,577944,573374,54848,52,1,517.823,518.526,522.623,523.096,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,BX,1600,T,X,white,center,1,1,777,1,1,315,1,1,1,581070,585870,586185,581847,54848,53,1,526.222,526.999,531.022,531.337,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,BY,2800,H,F,white,center,1,1,773,1,1,680,1,1,1,588270,593070,593750,589043,54848,54,1,533.422,534.195,538.222,538.902,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,AX,4000,A,X,white,center,1,2,481,1,1,138,1,2,1,596669,601469,601607,597150,54848,55,1,541.821,542.302,546.621,546.759,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,Ang,4000,A,6,white,center,1,,515,1,1,0,1,,1,606269,611069,0,606784,54848,56,1,551.421,551.936,556.221,-54.848,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,BY,1600,D,C,white,center,1,1,0,0,,559,1,1,0,615868,620668,621227,0,54848,57,0,561.02,-54.848,565.82,566.379,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,AY,1600,A,F,white,center,1,1,360,1,1,430,1,1,1,623068,627868,628298,623428,54848,58,1,568.22,568.58,573.02,573.45,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,BY,4000,U,T,white,center,1,1,737,1,1,249,1,1,1,630268,635067,635316,631005,54848,59,1,575.42,576.157,580.219,580.468,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,BY,4000,U,F,white,center,1,1,373,1,1,289,1,1,1,639867,644667,644956,640240,54848,60,1,585.019,585.392,589.819,590.108,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,AX,2800,A,X,white,center,1,2,616,1,1,390,1,2,1,649467,654266,654656,650083,54848,61,1,594.619,595.235,599.418,599.808,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,BY,4000,C,N,white,center,1,1,872,1,1,511,1,1,1,657866,662666,663177,658738,54848,62,1,603.018,603.89,607.818,608.329,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,BY,1600,F,H,white,center,1,1,363,1,1,516,1,1,1,667466,672265,672781,667829,54848,63,1,612.618,612.981,617.417,617.933,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,BY,1600,H,C,white,center,1,1,636,1,1,522,1,1,1,674665,679465,679987,675301,54848,64,1,619.817,620.453,624.617,625.139,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,AX,2800,A,X,white,center,1,2,667,1,1,425,1,2,1,681865,686664,687089,682532,54848,65,1,627.017,627.684,631.816,632.241,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,AX,1600,A,X,white,center,1,2,717,1,1,392,1,2,1,690264,695064,695456,690981,54848,66,1,635.416,636.133,640.216,640.608,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,Bng,1600,F,6,white,center,1,,1077,1,1,0,1,,1,697464,702264,0,698541,54848,67,1,642.616,643.693,647.416,-54.848,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,BY,4000,H,F,white,center,1,1,477,1,1,187,1,1,1,704663,709463,709650,705140,54848,68,1,649.815,650.292,654.615,654.802,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,Bng,2800,M,1,white,center,1,,470,1,1,0,1,,1,714263,719063,0,714733,54848,69,1,659.415,659.885,664.215,-54.848,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,AY,4000,A,M,white,center,1,1,1289,1,1,638,1,1,1,722676,727476,728114,723965,54848,70,1,667.828,669.117,672.628,673.266,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,BX,4000,H,X,white,center,1,1,457,1,1,754,1,1,1,732275,737075,737829,732732,54848,71,1,677.427,677.884,682.227,682.981,28.423,260.024,491.624,231.639,463.239,694.84
bas,axc,2,178647,bas_axc_run2_178647,AX,2800,A,X,white,center,1,2,0,0,,645,1,2,0,741875,746674,747319,0,54848,72,0,687.027,-54.848,691.826,692.471,28.423,260.024,491.624,231.639,463.239,694.84
pro,axc,1,178647,pro_axc_run1_178647,AY,1600,A,F,white,center,1,1,718,1,1,645,1,1,1,276498,281297,281942,277216,245889,1,1,30.609,31.327,35.408,36.053,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,4000,A,X,white,center,1,2,526,1,1,361,1,2,1,283697,288497,288858,284223,245889,2,1,37.808,38.334,42.608,42.969,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,2800,A,X,white,center,1,2,587,1,1,444,1,2,1,293297,298097,298541,293884,245889,3,1,47.408,47.995,52.208,52.652,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,1600,A,X,white,center,1,2,857,1,1,347,1,2,1,301697,306497,306844,302554,245889,4,1,55.808,56.665,60.608,60.955,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AY,2800,A,U,white,center,1,1,533,1,1,451,1,1,1,308897,313697,314148,309430,245889,5,1,63.008,63.541,67.808,68.259,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,4000,C,F,white,center,1,1,603,1,1,399,1,1,1,317297,322097,322496,317900,245889,6,1,71.408,72.011,76.208,76.607,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,1600,A,X,white,center,1,2,509,1,1,382,1,2,1,326897,331696,332078,327406,245889,7,1,81.008,81.517,85.807,86.189,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,4000,A,X,white,center,1,2,513,1,1,317,1,2,1,334096,338896,339213,334609,245889,8,1,88.207,88.72,93.007,93.324,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,1600,H,F,white,center,1,1,414,1,1,367,1,1,1,343696,348496,348863,344110,245889,9,1,97.807,98.221,102.607,102.974,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,2800,A,X,white,center,1,2,486,1,1,472,1,2,1,350896,355696,356168,351382,245889,10,1,105.007,105.493,109.807,110.279,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,4000,P,C,white,center,1,1,401,1,1,348,1,1,1,359296,364096,364444,359697,245889,11,1,113.407,113.808,118.207,118.555,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,2800,N,D,white,center,1,1,579,1,1,349,1,1,1,368896,373696,374045,369475,245889,12,1,123.007,123.586,127.807,128.156,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,Bng,1600,N,4,white,center,1,,528,1,1,0,1,,1,377295,382095,0,377823,245889,13,1,131.406,131.934,136.206,-245.889,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BX,1600,D,X,white,center,1,1,383,1,1,689,1,1,1,384495,389295,389984,384878,245889,14,1,138.606,138.989,143.406,144.095,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,4000,A,X,white,center,1,2,531,1,1,269,1,2,1,391695,396495,396764,392226,245889,15,1,145.806,146.337,150.606,150.875,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,2800,A,X,white,center,1,2,448,1,1,361,1,2,1,401295,406095,406456,401743,245889,16,1,155.406,155.854,160.206,160.567,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,2800,T,H,white,center,1,1,698,1,1,506,1,1,1,409695,414495,415001,410393,245889,17,1,163.806,164.504,168.606,169.112,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,Bng,2800,D,3,white,center,1,,430,1,1,0,1,,1,418095,422895,0,418525,245889,18,1,172.206,172.636,177.006,-245.889,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,1600,U,T,white,center,1,1,536,1,1,358,1,1,1,426494,431294,431652,427030,245889,19,1,180.605,181.141,185.405,185.763,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,Ang,2800,A,6,white,center,1,,1256,1,1,0,1,,1,433694,438494,0,434950,245889,20,1,187.805,189.061,192.605,-245.889,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,4000,M,N,white,center,1,1,425,1,1,662,1,1,1,442094,446894,447556,442519,245889,21,1,196.205,196.63,201.005,201.667,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,Ang,1600,A,8,white,center,1,,587,1,1,0,1,,1,451694,456494,0,452281,245889,22,1,205.805,206.392,210.605,-245.889,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BX,4000,H,X,white,center,1,1,597,1,1,533,1,1,1,458894,463694,464227,459491,245889,23,1,213.005,213.602,217.805,218.338,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,4000,C,N,white,center,1,1,446,1,1,312,1,1,1,468494,473294,473606,468940,245889,24,1,222.605,223.051,227.405,227.717,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,1600,T,P,white,center,1,1,500,1,1,437,1,1,1,508093,512893,513330,508593,245889,25,1,262.204,262.704,267.004,267.441,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,2800,M,U,white,center,1,1,524,1,1,365,1,1,1,515293,520093,520458,515817,245889,26,1,269.404,269.928,274.204,274.569,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,Ang,2800,A,4,white,center,1,,438,1,1,0,1,,1,523693,528492,0,524131,245889,27,1,277.804,278.242,282.603,-245.889,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,1600,A,X,white,center,1,2,400,1,1,383,1,2,1,532092,536892,537275,532492,245889,28,1,286.203,286.603,291.003,291.386,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,1600,H,C,white,center,1,1,318,1,1,419,1,1,1,539292,544092,544511,539610,245889,29,1,293.403,293.721,298.203,298.622,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,Bng,1600,C,7,white,center,1,,0,0,,335,0,1,0,546492,551292,551627,0,245889,30,0,300.603,-245.889,305.403,305.738,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,4000,A,X,white,center,1,2,508,1,1,571,1,2,1,553692,558492,559063,554200,245889,31,1,307.803,308.311,312.603,313.174,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BX,4000,T,X,white,center,1,1,464,1,1,455,1,1,1,563292,568092,568547,563756,245889,32,1,317.403,317.867,322.203,322.658,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,4000,D,U,white,center,1,1,572,1,1,484,1,1,1,572891,577691,578175,573463,245889,33,1,327.002,327.574,331.802,332.286,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,4000,P,T,white,center,1,1,379,1,1,357,1,1,1,582491,587291,587648,582870,245889,34,1,336.602,336.981,341.402,341.759,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,2800,A,X,white,center,1,2,430,1,1,303,1,2,1,592091,596891,597194,592521,245889,35,1,346.202,346.632,351.002,351.305,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,2800,A,X,white,center,1,2,1036,1,1,582,1,2,1,600491,605291,605873,601527,245889,36,1,354.602,355.638,359.402,359.984,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,2800,A,X,white,center,1,2,351,1,1,296,1,2,1,608891,613691,613987,609242,245889,37,1,363.002,363.353,367.802,368.098,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,1600,A,X,white,center,1,2,325,1,1,424,1,2,1,617291,622104,622528,617616,245889,38,1,371.402,371.727,376.215,376.639,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,1600,D,C,white,center,1,1,525,1,1,356,1,1,1,624504,629304,629660,625029,245889,39,1,378.615,379.14,383.415,383.771,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,Bng,1600,C,3,white,center,1,,528,1,1,0,1,,1,631704,636504,0,632232,245889,40,1,385.815,386.343,390.615,-245.889,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AY,4000,A,P,white,center,1,1,488,1,1,411,1,1,1,638903,643703,644114,639391,245889,41,1,393.014,393.502,397.814,398.225,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,4000,A,X,white,center,1,2,427,1,1,276,1,2,1,648503,653303,653579,648930,245889,42,1,402.614,403.041,407.414,407.69,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,2800,N,H,white,center,1,1,410,1,1,294,1,1,1,658103,662903,663197,658513,245889,43,1,412.214,412.624,417.014,417.308,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,2800,U,F,white,center,1,1,511,1,1,360,1,1,1,666503,671303,671663,667014,245889,44,1,420.614,421.125,425.414,425.774,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AY,2800,A,C,white,center,1,1,347,1,1,519,1,1,1,674903,679703,680222,675250,245889,45,1,429.014,429.361,433.814,434.333,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,Ang,1600,A,2,white,center,1,,288,1,1,0,1,,1,683303,688102,0,683591,245889,46,1,437.414,437.702,442.213,-245.889,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,4000,A,X,white,center,1,2,536,1,1,307,1,2,1,690502,695302,695609,691038,245889,47,1,444.613,445.149,449.413,449.72,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BX,4000,N,X,white,center,1,1,502,1,1,476,0,2,0,700102,704902,705378,700604,245889,48,0,454.213,454.715,459.013,459.489,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,4000,A,X,white,center,1,2,438,1,1,1470,1,2,1,739701,744501,745971,740139,245889,49,1,493.812,494.25,498.612,500.082,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,1600,F,H,white,center,1,1,485,1,1,277,1,1,1,749301,754101,754378,749786,245889,50,1,503.412,503.897,508.212,508.489,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,2800,A,X,white,center,1,2,389,1,1,365,1,2,1,756501,761301,761666,756890,245889,51,1,510.612,511.001,515.412,515.777,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,Ang,4000,A,6,white,center,1,,297,1,1,0,1,,1,764901,769701,0,765198,245889,52,1,519.012,519.309,523.812,-245.889,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,1600,A,X,white,center,1,2,0,0,,426,0,1,0,774501,779301,779727,0,245889,53,0,528.612,-245.889,533.412,533.838,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,1600,F,D,white,center,1,1,397,1,1,475,1,1,1,781701,786500,786975,782098,245889,54,1,535.812,536.209,540.611,541.086,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,2800,D,C,white,center,1,1,341,1,1,347,1,1,1,788900,793700,794047,789241,245889,55,1,543.011,543.352,547.811,548.158,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BX,2800,N,X,white,center,1,1,353,1,1,330,1,1,1,797300,802100,802430,797653,245889,56,1,551.411,551.764,556.211,556.541,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,4000,F,D,white,center,1,1,457,1,1,423,1,1,1,805700,810500,810923,806157,245889,57,1,559.811,560.268,564.611,565.034,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,1600,A,X,white,center,1,2,477,1,1,304,1,2,1,815300,820100,820404,815777,245889,58,1,569.411,569.888,574.211,574.515,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,Bng,2800,H,7,white,center,1,,546,1,1,0,1,,1,822500,827300,0,823046,245889,59,1,576.611,577.157,581.411,-245.889,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,4000,A,X,white,center,1,2,531,1,1,292,1,2,1,830900,835699,835991,831431,245889,60,1,585.011,585.542,589.81,590.102,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,4000,P,C,white,center,1,1,419,1,1,290,1,1,1,840499,845299,845589,840918,245889,61,1,594.61,595.029,599.41,599.7,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,2800,C,N,white,center,1,1,470,1,1,298,1,1,1,850099,854899,855197,850569,245889,62,1,604.21,604.68,609.01,609.308,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BX,2800,D,X,white,center,1,1,332,1,1,358,1,1,1,858499,863299,863657,858831,245889,63,1,612.61,612.942,617.41,617.768,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,1600,A,X,white,center,1,2,0,0,,328,1,2,0,866899,871699,872027,0,245889,64,0,621.01,-245.889,625.81,626.138,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,4000,N,D,white,center,1,1,432,1,1,296,1,1,1,874099,878899,879195,874531,245889,65,1,628.21,628.642,633.01,633.306,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,BY,4000,C,F,white,center,1,1,387,1,1,328,1,1,1,883698,888498,888826,884085,245889,66,1,637.809,638.196,642.609,642.937,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,1600,A,X,white,center,1,2,380,1,1,368,1,2,1,893298,898098,898466,893678,245889,67,1,647.409,647.789,652.209,652.577,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,Ang,1600,A,8,white,center,1,,422,1,1,0,1,,1,900498,905298,0,900920,245889,68,1,654.609,655.031,659.409,-245.889,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AY,1600,A,M,white,center,1,1,0,0,,563,1,1,0,907698,912498,913061,0,245889,69,0,661.809,-245.889,666.609,667.172,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,Bng,2800,U,2,white,center,1,,513,1,1,0,1,,1,914898,919698,0,915411,245889,70,1,669.009,669.522,673.809,-245.889,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AX,2800,A,X,white,center,1,2,534,1,1,376,1,2,1,923298,928098,928474,923832,245889,71,1,677.409,677.943,682.209,682.585,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,1,178647,pro_axc_run1_178647,AY,4000,A,U,white,center,1,1,387,1,1,497,1,1,1,931698,936497,936994,932085,245889,72,1,685.809,686.196,690.608,691.105,28.409,260.004,491.612,231.618,463.226,694.822
pro,axc,2,178647,pro_axc_run2_178647,AX,2800,A,X,white,center,1,2,345,1,1,406,1,2,1,82061,86861,87267,82406,51444,1,1,30.617,30.962,35.417,35.823,28.417,260.013,491.621,231.64,463.235,694.83
pro,axc,2,178647,pro_axc_run2_178647,AX,4000,A,X,white,center,1,2,449,1,1,315,1,2,1,90461,95261,95576,90910,51444,2,1,39.017,39.466,43.817,44.132,28.417,260.013,491.621,231.64,463.235,694.83
pro,axc,2,178647,pro_axc_run2_178647,AX,1600,A,X,white,center,1,2,425,1,1,324,1,2,1,100061,104861,105185,100486,51444,3,1,48.617,49.042,53.417,53.741,28.417,260.013,491.621,231.64,463.235,694.83
pro,axc,2,178647,pro_axc_run2_178647,AY,1600,A,T,white,center,1,1,567,1,1,606,1,1,1,107261,112061,112667,107828,51444,4,1,55.817,56.384,60.617,61.223,28.417,260.013,491.621,231.64,463.235,694.83
pro,axc,2,178647,pro_axc_run2_178647,Ang,4000,A,7,white,center,1,,361,1,1,0,1,,1,114461,119261,0,114822,51444,5,1,63.017,63.378,67.817,-51.444,28.417,260.013,491.621,231.64,463.235,694.83
pro,axc,2,178647,pro_axc_run2_178647,BY,1600,U,D,white,center,1,1,488,1,1,489,1,1,1,124061,128860,129349,124549,51444,6,1,72.617,73.105,77.416,77.905,28.417,260.013,491.621,231.64,463.235,694.83
pro,axc,2,178647,pro_axc_run2_178647,AX,4000,A,X,white,center,1,2,617,1,1,366,1,2,1,131260,136060,136426,131877,51444,7,1,79.816,80.433,84.616,84.982,28.417,260.013,491.621,231.64,463.235,694.83
pro,axc,2,178647,pro_axc_run2_178647,AX,4000,A,X,white,center,1,2,512,1,1,360,1,2,1,140860,145660,146020,141372,51444,8,1,89.416,89.928,94.216,94.576,28.417,260.013,491.621,231.64,463.235,694.83
pro,axc,2,178647,pro_axc_run2_178647,BX,2800,P,X,white,center,1,1,422,1,1,380,1,1,1,150460,155260,155640,150882,51444,9,1,99.016,99.438,103.816,104.196,28.417,260.013,491.621,231.64,463.235,694.83
pro,axc,2,178647,pro_axc_run2_178647,AX,1600,A,X,white,center,1,2,340,1,1,397,1,2,1,158860,163660,164057,159200,51444,10,1,107.416,107.756,112.216,112.613,28.417,260.013,491.621,231.64,463.235,694.83
pro,axc,2,178647,pro_axc_run2_178647,BY,2800,C,D,white,center,1,1,443,1,1,575,1,1,1,166060,170860,171435,166503,51444,11,1,114.616,115.059,119.416,119.991,28.417,260.013,491.621,231.64,463.235,694.83
